BurstID,Date,MJD(topo@1.5GHz),MJD(bary@inf freq.),DM(pc/cc),DM_err(pc/cc),Weff(ms),Weff_err(ms),Flux(mJy),Flux_err(mJy),Bandwidth(MHz),Bandwidth_err(MHz),Lower_Freq.(MHz),Lower_Freq_err(MHz),Center_Freq.(MHz),Center_Freq_err(MHz),Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,Fluence(mJy ms),Fluence_err(mJy ms),Energy(erg),Energy_err(erg),note,bestfit
B04946,20240312,60381.106620882,60381.102753359,528.4,0.1,2.88,0.05,649.6,33.57,311.8,5.3,1002.5,1,1158.4,2.7,1314.3,5.2,0.000049152,4096,1868.32,102.57,2.47703E+38,1.42352E+37,,CDF
B04947,20240312,60381.106724434,60381.102856915,529.7,0.2,2.7,0.17,95.9,6.53,166.4,11.1,1020.1,4.3,1103.3,5.4,1186.5,10.3,0.000049152,4096,259,23.74,1.83254E+37,2.0775E+36,,CDF
B04948,20240312,60381.106738611,60381.102871093,528.5,0.2,3.28,0.29,107.56,2.4,69.4,13.2,1007.8,4.6,1042.4,6.6,1077.1,12.4,0.000049152,4096,352.83,31.86,1.04118E+37,2.19214E+36,,CDF
B04949,20240312,60381.106815565,60381.102948050,529.1,0.1,1.95,0.07,239.03,8.55,272.2,21.8,1001.6,0.9,1137.7,10.9,1273.8,21.8,0.000049152,4096,465.92,23.03,5.39267E+37,5.07529E+36,,CDF
B04950,20240312,60381.106890194,60381.103022682,529.1,0.1,2.11,0.06,199.08,11.82,384.3,12.9,1050,5.4,1242.1,6.5,1434.3,11.8,0.000049152,4096,420.09,27.81,6.86465E+37,5.09546E+36,,CDF
B04951,20240312,60381.106916249,60381.103048738,528.5,0.1,3.41,0.17,134.02,3.34,197.2,8.3,1002.5,1,1101.1,4.1,1199.8,8.2,0.000049152,4096,457.43,25.77,3.83558E+37,2.69757E+36,,CDF
B04952,20240312,60381.106993373,60381.103125865,528.9,0.1,2.33,0.09,140.07,7.27,303.8,8,1005.7,2.9,1157.6,4,1309.5,7.5,0.000049152,4096,326.08,21.27,4.21227E+37,2.96295E+36,,CDF
B04953,20240312,60381.107111064,60381.103243561,529.6,0.1,1.73,0.08,108.74,5.84,227.8,18.3,1270.9,18.1,1384.8,9.1,1498.7,2,0.000049152,4096,188,13.43,1.82102E+37,1.95748E+36,,CDF
B04954,20240312,60381.107208495,60381.103340996,528.2,1.8,3.95,0.74,39.07,3.11,100.8,3.4,1013.7,1.9,1064.1,0.9,1114.5,1.9,0.000049152,4096,154.27,31.33,6.61213E+36,1.36103E+36,,Gaussian
B04955,20240312,60381.107208781,60381.103341282,529.7,0.2,3.28,0.32,74.63,1.62,128.3,8.3,1007.3,3.2,1071.4,4.1,1135.6,7.6,0.000049152,4096,244.6,24.68,1.33439E+37,1.59943E+36,,CDF
B04956,20240312,60381.107234044,60381.103366546,529.2,0.1,7.97,0.05,1187.11,87.94,402.2,4.7,1002.9,1.7,1204,2.4,1405.1,4.4,0.000049152,4096,9458.62,703.53,1.61761E+39,1.21794E+38,,CDF
B04957,20240312,60381.107279800,60381.103412303,528.2,1.8,1.45,0.2,32.3,2.24,314.2,8.9,1084.4,5,1241.5,2.3,1398.6,5,0.000049152,4096,46.82,7.23,6.25459E+36,9.82499E+35,,Gaussian
B04958,20240312,60381.107438676,60381.103571186,528.7,0.1,2.58,0.24,80.81,1.88,122.4,8.5,1004.8,2.7,1066,4.2,1127.2,8,0.000049152,4096,208.16,20.23,1.08337E+37,1.29407E+36,,CDF
B04959,20240312,60381.107601893,60381.103734409,530.1,0.1,3.55,0.07,254.61,25.52,325.2,8.9,1174.1,8.8,1336.7,4.4,1499.3,1,0.000049152,4096,903.96,92.41,1.24999E+38,1.32284E+37,,CDF
B04960,20240312,60381.107632609,60381.103765127,529,0.5,1.91,0.33,30.1,2.08,205.3,6,971.2,3.2,1073.8,1.3,1176.5,3.2,0.000049152,4096,57.44,10.82,5.01467E+36,9.56159E+35,,Gaussian
B04961,20240312,60381.107921199,60381.104053728,531.3,0.4,2.15,0.22,51.46,3.61,193.4,7.5,1351.2,4.2,1447.8,1.9,1544.5,4.2,0.000049152,4096,110.61,13.6,9.09626E+36,1.17265E+36,,Gaussian
B04962,20240312,60381.107999555,60381.104132088,528.5,0.1,2.67,0.08,249.98,6.09,216.3,5.6,1001.6,1,1109.7,2.8,1217.9,5.5,0.000049152,4096,666.61,24.89,6.13105E+37,2.78551E+36,,CDF
B04963,20240312,60381.108018228,60381.104150761,528,0.2,0.82,0.09,51.98,3.81,287.1,57.4,1212.3,40.6,1355.9,40.6,1499.5,40.6,0.000049152,4096,42.66,5.41,5.20802E+36,1.23324E+36,,Manual
B04964,20240312,60381.108031569,60381.104164103,529.7,0.3,1.89,0.32,27.26,1.88,262.6,7.3,983.8,4,1115.2,1.7,1246.5,4,0.000049152,4096,51.65,9.45,5.7668E+36,1.06742E+36,,Gaussian
B04965,20240312,60381.108073870,60381.104206406,528.7,0.1,1.72,0.07,153.77,10.95,297.9,26.4,1008.7,3.3,1157.6,13.2,1306.6,26.2,0.000049152,4096,264.72,21.56,3.3532E+37,4.03633E+36,,CDF
B04966,20240312,60381.108083646,60381.104216182,527.9,0.2,4.39,0.06,479.06,34.3,479.5,95.9,1020,67.8,1259.7,67.8,1499.5,67.8,0.000049152,4096,2101.6,152.84,4.28492E+38,9.11884E+37,,Manual
B04967,20240312,60381.108084966,60381.104217502,528,0.1,4.88,0.05,1400.27,99.67,237.6,3.8,1001.6,1,1120.3,1.9,1239.1,3.7,0.000049152,4096,6831.78,491.55,6.90215E+38,5.08734E+37,,CDF
B04968,20240312,60381.108130718,60381.104263256,529.2,0.1,2.21,0.06,290.09,19.74,235.4,4.1,1003.2,1.8,1120.9,2.1,1238.6,3.7,0.000049152,4096,640.75,46.86,6.41352E+37,4.82131E+36,,CDF
B04969,20240312,60381.108152982,60381.104285521,528.7,0.2,3,0.23,43.33,3.19,378.8,35.4,1049,6.1,1238.4,17.4,1427.8,34.9,0.000049152,4096,129.94,13.76,2.09296E+37,2.95559E+36,,CDF
B04970,20240312,60381.108315216,60381.104447761,528.7,0.2,1.69,0.05,384.96,23.83,424.9,28.8,1029.8,3.2,1242.3,14.4,1454.7,28.7,0.000049152,4096,650.81,44.88,1.17583E+38,1.1369E+37,,CDF
B04971,20240312,60381.108335500,60381.104468046,528.1,0.1,1.11,0.08,66.03,4.48,388.2,10.5,1062.2,5.8,1256.3,2.5,1450.4,5.8,0.000049152,4096,73.48,7.33,1.21285E+37,1.2536E+36,,Gaussian
B04972,20240312,60381.108352890,60381.104485437,528.4,0.1,3.02,0.06,256.11,14.94,392.7,19.3,1001.6,1,1197.9,9.6,1394.3,19.2,0.000049152,4096,774.54,48.03,1.29332E+38,1.02338E+37,,CDF
B04973,20240312,60381.108419486,60381.104552036,528.4,0.1,3.35,0.36,52.44,1.36,183.4,14.9,1046.9,11.2,1138.6,7.4,1230.4,9.8,0.000049152,4096,175.72,19.43,1.37035E+37,1.88021E+36,,CDF
B04974,20240312,60381.108450643,60381.104583194,529,0.1,2.57,0.12,130.16,3.3,190.4,10.1,1041.7,7.4,1136.9,5,1232.1,6.9,0.000049152,4096,334.1,17.97,2.70488E+37,2.04362E+36,,CDF
B04975,20240312,60381.108586139,60381.104718695,529.8,0.4,5,0.08,233.55,16.37,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,1167.38,83.82,2.47694E+38,5.26343E+37,,Manual
B04976,20240312,60381.108586503,60381.104719059,528.9,0.1,2.43,0.2,60.25,4.22,168.7,3,1012.6,1.7,1096.9,0.7,1181.2,1.7,0.000049152,4096,146.25,15.81,1.04912E+37,1.14925E+36,,Gaussian
B04977,20240312,60381.108608771,60381.104741328,528.9,0.1,2.84,0.1,178.69,5.82,226.3,9.1,1002.5,1,1115.7,4.6,1228.9,9.1,0.000049152,4096,507.57,24.83,4.88414E+37,3.09266E+36,,CDF
B04978,20240312,60381.108612480,60381.104745037,528.5,0.1,3.37,0.06,547.99,16.76,224.1,6.2,1002.5,1,1114.6,3.1,1226.6,6.1,0.000049152,4096,1844.48,65.45,1.7576E+38,7.90853E+36,,CDF
B04979,20240312,60381.108670771,60381.104803331,529,0.5,1.54,0.22,33.93,2.33,269.5,12,1010.1,6.7,1144.9,3,1279.7,6.7,0.000049152,4096,52.24,8.15,5.98648E+36,9.71212E+35,,Gaussian
B04980,20240312,60381.108705346,60381.104837907,528.4,0.1,1.8,0.08,120.95,2.5,188.1,12.7,1294.1,11.6,1388.2,6.4,1482.2,5.2,0.000049152,4096,217.84,10.25,1.74233E+37,1.43394E+36,,CDF
B04981,20240312,60381.108807268,60381.104939833,531.1,0.1,4.51,0.21,65.02,5.09,353.6,10.6,1130.8,9.6,1307.6,5.3,1484.4,4.5,0.000049152,4096,293.5,26.66,4.41297E+37,4.22155E+36,,CDF
B04982,20240312,60381.108928437,60381.105061007,529.3,0.1,5.46,0.11,159.12,10.84,479.1,3,1020.2,2.8,1259.7,1.5,1499.3,0.9,0.000049152,4096,869.07,61.92,1.77046E+38,1.26631E+37,,CDF
B04983,20240312,60381.108968518,60381.105101090,529.3,0.1,1.67,0.06,144.11,11.22,348.8,19.5,1150.3,19.5,1324.7,9.8,1499.1,1.1,0.000049152,4096,240.81,20.87,3.57153E+37,3.68318E+36,,CDF
B04984,20240312,60381.109046347,60381.105178922,529.6,0.1,2.57,0.06,374.62,12.51,200.4,6.1,1002.5,1,1102.7,3.1,1202.9,6,0.000049152,4096,963.16,39.93,8.20728E+37,4.22098E+36,,CDF
B04985,20240312,60381.109158291,60381.105290870,528.3,0.1,3.48,0.06,451.43,33.98,228.5,5.9,1012.2,3.5,1126.5,2.8,1240.7,4.7,0.000049152,4096,1572.18,121.16,1.52754E+38,1.2415E+37,,CDF
B04986,20240312,60381.109158552,60381.105291131,529.1,0.1,4.86,0.38,39.23,2.97,282.3,28.2,1066.8,3.1,1208,13.8,1349.2,28.1,0.000049152,4096,190.6,20.67,2.28791E+37,3.37294E+36,,CDF
B04987,20240312,60381.109183192,60381.105315772,528.4,0.3,1.13,0.17,36.56,2.7,115.4,2.8,1038.5,1.6,1096.2,0.7,1153.9,1.6,0.000049152,4096,41.27,6.94,2.02495E+36,3.44089E+35,,Gaussian
B04988,20240312,60381.109260882,60381.105393466,529.5,0.1,1.76,0.1,66.85,6.67,320.1,16.8,1176.1,14.3,1336.2,8.4,1496.2,8.9,0.000049152,4096,117.59,13.56,1.60055E+37,2.02843E+36,,CDF
B04989,20240312,60381.109377918,60381.105510506,529,0.2,2.1,0.31,62.21,1.39,92.6,14.8,1053.7,7,1100,7.4,1146.2,13.1,0.000049152,4096,130.87,19.46,5.15288E+36,1.12492E+36,,CDF
B04990,20240312,60381.109408037,60381.105540626,528.8,0.1,3.55,0.06,462.08,32.32,292.6,29.5,1002.5,1,1148.8,14.7,1295.1,29.4,0.000049152,4096,1640.42,117.93,2.04095E+38,2.52723E+37,,CDF
B04991,20240312,60381.109420953,60381.105553543,529,0.1,1.43,0.15,42.6,3.36,243.8,7.3,1051.8,4,1173.7,1.8,1295.7,4,0.000049152,4096,60.77,8.02,6.30018E+36,8.52138E+35,,Gaussian
B04992,20240312,60381.109421186,60381.105553776,530.4,0.2,2.6,0.23,47.63,3.75,243.9,10.1,1021.1,4.1,1143.1,5,1265,9.2,0.000049152,4096,123.65,14.78,1.28236E+37,1.62183E+36,,CDF
B04993,20240312,60381.109443450,60381.105576041,529,0.1,2.4,0.07,172.11,11.94,364.7,25.9,1134.1,25.9,1316.4,12.9,1498.8,1.2,0.000049152,4096,413.89,31.12,6.41835E+37,6.63867E+36,,CDF
B04994,20240312,60381.109491045,60381.105623638,527.7,0.3,1.22,0.11,83.56,6.28,113.9,2.2,1018.4,1.2,1075.4,0.6,1132.3,1.2,0.000049152,4096,102.02,11.72,4.94106E+36,5.75363E+35,,Gaussian
B04995,20240312,60381.109495560,60381.105628153,530.1,0.3,3.74,0.08,171.54,11.81,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,642.39,46.13,1.36303E+38,2.89647E+37,,Manual
B04996,20240312,60381.109516845,60381.105649439,530.1,0.3,2.48,0.21,60.57,4.53,191,6.7,1361.1,3.7,1456.6,1.7,1552.1,3.7,0.000049152,4096,150.33,16.99,1.22088E+37,1.44513E+36,,Gaussian
B04997,20240312,60381.109776955,60381.105909559,528.4,0.1,1.24,0.05,222.85,4.18,174.6,5.3,1324.6,5.2,1411.9,2.7,1499.2,1,0.000049152,4096,276.16,13.22,2.05024E+37,1.16191E+36,,CDF
B04998,20240312,60381.109823818,60381.105956424,529.1,0.1,2.65,0.05,1579.73,112.48,454.3,4,1044.6,3.9,1271.7,2,1498.9,0.9,0.000049152,4096,4191.98,308.52,8.09778E+38,6.00221E+37,,CDF
B04999,20240312,60381.109824082,60381.105956688,529.1,0.1,6.36,0.06,457.13,32.74,488.7,3.7,1010.2,3.6,1254.6,1.8,1498.9,0.8,0.000049152,4096,2905.51,210.21,6.03766E+38,4.39193E+37,,CDF
B05000,20240312,60381.109824951,60381.105957557,529.1,0.1,3.89,0.06,498.37,35.77,385.7,5.4,1020.5,3.9,1213.4,2.6,1406.3,3.8,0.000049152,4096,1939.03,141.91,3.18007E+38,2.36965E+37,,CDF
B05001,20240312,60381.109825670,60381.105958276,529.1,0.1,2.67,0.18,86.2,6.48,119.9,2.8,991,1.5,1051,0.6,1110.9,1.5,0.000049152,4096,230.23,23.51,1.17376E+37,1.22955E+36,,Gaussian
B05002,20240312,60381.109825778,60381.105958384,530.1,0.1,4.36,0.39,54.32,4.08,116.3,2.8,1017.5,1.6,1075.6,0.7,1133.7,1.6,0.000049152,4096,236.59,27.84,1.16997E+37,1.40536E+36,,Gaussian
B05003,20240312,60381.109826097,60381.105958703,529.1,0.1,2.66,0.08,257.21,19.36,127.1,1.2,1006.6,0.7,1070.1,0.3,1133.7,0.7,0.000049152,4096,685.29,55.22,3.70358E+37,3.00466E+36,,Gaussian
B05004,20240312,60381.109826326,60381.105958932,529.1,0.1,2.69,0.22,71.29,5.36,124,2.2,1001.7,1.2,1063.7,0.5,1125.7,1.2,0.000049152,4096,191.97,21.22,1.0122E+37,1.13313E+36,,Gaussian
B05005,20240312,60381.109862379,60381.105994987,531.3,0.9,2.18,0.31,35.73,2.53,188.7,9.5,1314.3,5.2,1408.6,2.2,1502.9,5.2,0.000049152,4096,77.73,12.45,6.23685E+36,1.047E+36,,Gaussian
B05006,20240312,60381.109910636,60381.106043246,527.7,NaN ,2.81,0.55,28.46,1.98,127.9,3.2,1018.3,1.8,1082.2,0.8,1146.2,1.8,0.000049152,4096,80.02,16.61,4.35203E+36,9.09694E+35,,Gaussian
B05007,20240312,60381.110061390,60381.106194006,529.6,0.1,3.6,0.19,128.41,3.28,142.2,9.7,1002.5,0.9,1073.6,4.8,1144.7,9.6,0.000049152,4096,462.86,27.22,2.7987E+37,2.52062E+36,,CDF
B05008,20240312,60381.110061604,60381.106194220,528.5,0.4,1.33,0.12,40.95,3.05,327.7,8.4,1041.9,4.7,1205.7,2.1,1369.6,4.7,0.000049152,4096,54.44,6.23,7.58641E+36,8.89259E+35,,Gaussian
B05009,20240312,60381.110183294,60381.106315915,528.5,0.4,0.88,0.11,55.37,4.16,185.2,9.9,989.3,5.4,1081.8,2.2,1174.4,5.4,0.000049152,4096,48.52,6.96,3.82059E+36,5.84562E+35,,Gaussian
B05010,20240312,60381.110190678,60381.106323299,529.5,0.1,2.37,0.06,279.3,20.61,437.3,19.4,1015.9,3.9,1234.5,9.2,1453.2,19,0.000049152,4096,663.06,51.32,1.23293E+38,1.09987E+37,,CDF
B05011,20240312,60381.110193605,60381.106326226,527.4,1.6,0.81,0.13,47.98,3.61,148.8,10.4,1334.4,5.8,1408.8,2.5,1483.3,5.8,0.000049152,4096,38.92,6.74,2.46225E+36,4.6015E+35,,Gaussian
B05012,20240312,60381.110266104,60381.106398728,529.5,0.1,5.41,0.06,396.76,27.32,493.2,3.2,1006.1,3,1252.7,1.6,1499.3,0.9,0.000049152,4096,2146.68,149.8,4.50189E+38,3.155E+37,,CDF
B05013,20240312,60381.110269422,60381.106402046,531.6,1.1,3.93,0.37,50.2,3.52,157.3,27.6,1012.8,3.5,1091.5,13.7,1170.1,27.4,0.000049152,4096,197.18,23.16,1.31886E+37,2.78475E+36,,CDF
B05014,20240312,60381.110349766,60381.106482394,528.6,0.1,1.49,0.09,92.01,7.31,181.1,15.2,1055.1,4.9,1145.6,6.7,1236.1,14.5,0.000049152,4096,137.14,13.78,1.05608E+37,1.3825E+36,,CDF
B05015,20240312,60381.110349847,60381.106482475,528.6,0.1,2.88,0.08,193.57,15.38,196.5,3.3,1002.9,1.8,1101.2,0.8,1199.4,1.8,0.000049152,4096,556.59,47.04,4.65052E+37,4.0075E+36,,Gaussian
B05016,20240312,60381.110350140,60381.106482768,528.9,0.1,2.48,0.22,50.74,4.03,290.6,5.4,982.2,3,1127.5,1.3,1272.8,3,0.000049152,4096,125.6,14.89,1.55198E+37,1.8626E+36,,Gaussian
B05017,20240312,60381.110377770,60381.106510399,529.6,0.6,2,0.26,41.5,2.98,179.3,9.5,1380.2,5.4,1469.9,2.6,1559.5,5.4,0.000049152,4096,83.15,12.5,6.33912E+36,1.01032E+36,,Gaussian
B05018,20240312,60381.110487989,60381.106620622,528.4,2.6,2.32,0.25,38.38,2.87,216.2,8.7,1038.4,5.1,1146.6,4.1,1254.7,7.1,0.000049152,4096,89.03,11.72,8.1848E+36,1.12673E+36,,CDF
B05019,20240312,60381.110488230,60381.106620863,529.6,0.1,3.1,0.08,178.53,8.51,312.9,25.1,1036.7,5.7,1193.2,12.5,1349.7,24.4,0.000049152,4096,553.09,29.87,7.35881E+37,7.11631E+36,,CDF
B05020,20240312,60381.110541064,60381.106673699,529.6,0.1,3.03,0.23,107.75,2.64,126.4,11.5,1002.8,1.3,1066,5.8,1129.2,11.4,0.000049152,4096,326.8,26.51,1.75643E+37,2.14085E+36,,CDF
B05021,20240312,60381.110558854,60381.106691490,527.8,0.5,1.27,0.2,44.52,3.07,118.4,3.2,1016.9,1.8,1076.1,0.8,1135.3,1.8,0.000049152,4096,56.36,9.88,2.83758E+36,5.03453E+35,,Gaussian
B05022,20240312,60381.110755517,60381.106888161,528.9,0.1,4.03,0.06,472,17.89,233.1,3.9,1002.5,1,1119.1,2,1235.7,3.8,0.000049152,4096,1904.44,78.34,1.88761E+38,8.38281E+36,,CDF
B05023,20240312,60381.110812146,60381.106944792,527.8,0.5,0.61,0.06,109.41,7.6,122.1,24.4,1377.4,17.3,1438.4,17.3,1499.5,17.3,0.000049152,4096,66.43,8.35,3.44904E+36,8.14303E+35,,Manual
B05024,20240312,60381.110816820,60381.106949466,529.3,0.3,2.01,0.08,149.97,2.55,99.6,6.1,1397.2,4.5,1447,3.1,1496.8,4.1,0.000049152,4096,301.79,13.46,1.2781E+37,9.6845E+35,,CDF
B05025,20240312,60381.110817712,60381.106950358,528.5,0.1,3.83,0.07,454.2,14.79,226.7,5.3,1002.5,1,1115.9,2.6,1229.2,5.2,0.000049152,4096,1741.49,64.27,1.67871E+38,7.33344E+36,,CDF
B05026,20240312,60381.110825690,60381.106958337,530.2,0.1,2.93,0.1,148.83,6.76,309.5,23.2,1005.2,3.2,1159.9,11.6,1314.7,23,0.000049152,4096,435.86,24.39,5.73609E+37,5.36563E+36,,CDF
B05027,20240312,60381.110847572,60381.106980220,529.9,0.1,2.03,0.11,80.62,3.01,255.5,21.5,1242.9,21.4,1370.7,10.7,1498.4,2,0.000049152,4096,163.42,10.56,1.77546E+37,1.88339E+36,,CDF
B05028,20240312,60381.110848361,60381.106981009,528.6,0.2,1.58,0.14,64.1,4.95,205.6,3.8,1300.4,2.1,1403.2,0.9,1506,2.1,0.000049152,4096,101.45,11.76,8.86939E+36,1.04126E+36,,Gaussian
B05029,20240312,60381.110849766,60381.106982414,528.8,0.5,2.11,0.08,106.94,7.63,312.1,6.2,1004.9,3.4,1160.9,1.5,1317,3.4,0.000049152,4096,225.3,18.19,2.98995E+37,2.48635E+36,,Gaussian
B05030,20240312,60381.110850025,60381.106982673,529.1,0.1,2.43,0.06,299.91,21.41,441.4,88.3,1000.4,62.4,1221.1,62.4,1441.8,62.4,0.000049152,4096,727.9,54.53,1.36619E+38,2.91834E+37,,Manual
B05031,20240312,60381.110907670,60381.107040320,529.2,0.1,2.08,0.09,151.66,5.71,244.8,10.7,1011.3,6.3,1133.7,5.4,1256.1,8.7,0.000049152,4096,315.36,17.59,3.28266E+37,2.32627E+36,,CDF
B05032,20240312,60381.110956840,60381.107089492,530.2,0.1,3.98,0.29,38.7,2.66,463.9,92.8,1032.7,65.6,1264.6,65.6,1496.5,65.6,0.000049152,4096,154.18,15.34,3.04128E+37,6.7945E+36,,Manual
B05033,20240312,60381.111044129,60381.107176785,528.8,0.5,0.86,0.1,42.96,2.99,271.2,10.1,1197.4,5.6,1333,2.5,1468.6,5.6,0.000049152,4096,37.15,5.17,4.2843E+36,6.17672E+35,,Gaussian
B05034,20240312,60381.111148369,60381.107281029,528.6,0.6,1.11,0.17,42.67,2.96,177,5.1,1049.2,2.9,1137.7,1.4,1226.1,2.9,0.000049152,4096,47.16,7.95,3.54968E+36,6.0677E+35,,Gaussian
B05035,20240312,60381.111207674,60381.107340336,529.7,0.1,2.4,0.1,163.95,4.82,211.9,6.9,1002.6,0.9,1108.5,3.4,1214.5,6.8,0.000049152,4096,393.14,19.88,3.54225E+37,2.1306E+36,,CDF
B05036,20240312,60381.111227381,60381.107360044,529.9,0.1,5.27,0.2,116.23,7.97,286.1,57.2,1000.4,40.5,1143.5,40.5,1286.6,40.5,0.000049152,4096,612.27,48.07,7.44838E+37,1.59986E+37,,Manual
B05037,20240312,60381.111257941,60381.107390605,528.6,0.2,0.58,0.05,215.26,14.88,136.5,5.4,1362.4,5.3,1430.6,2.7,1498.9,1,0.000049152,4096,124.95,14.04,7.25232E+36,8.63944E+35,,CDF
B05038,20240312,60381.111302133,60381.107434799,528.5,0.1,1.68,0.13,66.92,1.23,161.6,11.1,1336.7,10.9,1417.5,5.6,1498.3,2,0.000049152,4096,112.1,8.66,7.70267E+36,7.96171E+35,,CDF
B05039,20240312,60381.111303261,60381.107435927,531.8,0.1,3.66,0.14,96.42,5.97,338.9,11.5,1121.9,10.9,1291.4,5.8,1460.8,3.7,0.000049152,4096,353.14,25.67,5.08891E+37,4.08199E+36,,CDF
B05040,20240312,60381.111316864,60381.107449531,531.2,0.1,2.83,0.11,86.61,6.1,410.9,6.3,1019.1,4.3,1224.5,2.9,1430,4.6,0.000049152,4096,244.74,19.76,4.27613E+37,3.51371E+36,,CDF
B05041,20240312,60381.111317233,60381.107449900,528.5,0.3,2.7,0.24,57.49,4.05,174.4,2.9,1001.5,1.6,1088.7,0.7,1175.9,1.6,0.000049152,4096,155.39,17.78,1.15235E+37,1.33205E+36,,Gaussian
B05042,20240312,60381.111425124,60381.107557795,525.6,1.4,1.15,0.15,57.36,3.96,104.3,6.7,1415.9,3.7,1468,1.6,1520.2,3.7,0.000049152,4096,66.09,9.88,2.93093E+36,4.77055E+35,,Gaussian
B05043,20240312,60381.111439226,60381.107571898,529.6,0.1,2.54,0.11,97.7,7.56,413.7,15.4,1169,8.4,1375.9,3.5,1582.7,8.4,0.000049152,4096,248.04,21.88,4.36332E+37,4.17821E+36,,Gaussian
B05044,20240312,60381.111469277,60381.107601950,528.8,0.1,1.8,0.1,70.26,5.19,412.1,82.4,1000.4,58.3,1206.5,58.3,1412.5,58.3,0.000049152,4096,126.48,11.81,2.21634E+37,4.89096E+36,,Manual
B05045,20240312,60381.111511270,60381.107643944,528.2,0.4,2.09,0.2,104.05,2.18,100.1,8.6,1008.2,6.1,1058.3,4.3,1108.4,6,0.000049152,4096,217.06,21.73,9.239E+36,1.21882E+36,,CDF
B05046,20240312,60381.111531440,60381.107664115,529.5,0.1,2.7,0.05,502.49,30.68,444.7,2.9,1054.5,2.7,1276.9,1.4,1499.2,0.9,0.000049152,4096,1356.82,86.84,2.56562E+38,1.6505E+37,,CDF
B05047,20240312,60381.111602683,60381.107735361,529,0.1,1.55,0.07,123.37,2.26,179.7,5.5,1318.6,5.2,1408.5,2.8,1498.3,2,0.000049152,4096,190.67,9.17,1.45692E+37,8.30225E+35,,CDF
B05048,20240312,60381.111612678,60381.107745357,528.8,0.2,3.23,0.22,97.98,1.98,113,7.2,1017.4,4.1,1073.9,3.6,1130.4,5.9,0.000049152,4096,316.73,22.87,1.52184E+37,1.46545E+36,,CDF
B05049,20240312,60381.111664501,60381.107797182,528,0.2,4.41,0.23,67.45,2.86,253.9,13.6,1237.7,8.4,1364.6,6.8,1491.6,10.8,0.000049152,4096,297.53,20.1,3.21221E+37,2.76922E+36,,CDF
B05050,20240312,60381.111733400,60381.107866083,530.3,0.3,2.13,0.1,140.16,2.54,114.6,14.2,1384,14.2,1441.3,7.1,1498.6,1.6,0.000049152,4096,298.19,14.81,1.45304E+37,1.93967E+36,,CDF
B05051,20240312,60381.111736577,60381.107869261,528.9,0.1,6.81,0.24,91.39,6.36,421.7,22.3,1016.9,3.7,1227.7,11,1438.6,22,0.000049152,4096,622.7,48.61,1.11657E+38,1.05275E+37,,CDF
B05052,20240312,60381.111889490,60381.108022180,529.5,0.1,3.88,0.05,1536.06,115.96,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,5959.63,456.3,1.26452E+39,2.70802E+38,,Manual
B05053,20240312,60381.112285487,60381.108418193,528,0.2,2.46,0.58,26.68,2.03,157.9,7.1,987.8,4,1066.8,1.7,1145.7,4,0.000049152,4096,65.53,16.33,4.39948E+36,1.11434E+36,,Gaussian
B05054,20240312,60381.112286460,60381.108419166,529.5,0.4,1.24,0.13,41.76,3.16,177.2,2.7,1167.6,1.5,1256.2,0.7,1344.8,1.5,0.000049152,4096,51.59,6.73,3.88684E+36,5.10768E+35,,Gaussian
B05055,20240312,60381.112287163,60381.108419869,529.3,0.4,1.76,0.3,23.93,1.81,301.5,6.1,1044.5,3.4,1195.2,1.5,1345.9,3.4,0.000049152,4096,42.11,7.93,5.39797E+36,1.02259E+36,,Gaussian
B05056,20240312,60381.112411866,60381.108544577,530.4,1.3,3.06,0.3,64.59,4.74,139.2,3.5,992.5,1.9,1062.1,0.9,1131.8,1.9,0.000049152,4096,197.41,24.46,1.16846E+37,1.47707E+36,,Gaussian
B05057,20240312,60381.112413050,60381.108545761,528.8,0.1,11.11,0.08,592.7,44.3,381.4,5.3,1012.5,3.1,1203.2,2.6,1393.9,4.3,0.000049152,4096,6584.77,494.34,1.06789E+39,8.15314E+37,,CDF
B05058,20240312,60381.112413576,60381.108546287,528.8,0.1,5.92,0.73,55.09,4.12,109,3.2,992.7,1.8,1047.2,0.7,1101.7,1.8,0.000049152,4096,326.3,47.22,1.51233E+37,2.23309E+36,,Gaussian
B05059,20240312,60381.112416982,60381.108549693,530.3,0.2,3.82,0.15,82.84,5.95,449.2,89.8,1050.2,63.5,1274.8,63.5,1499.5,63.5,0.000049152,4096,316.85,26.02,6.05194E+37,1.30799E+37,,Manual
B05060,20240312,60381.112456094,60381.108588807,528.3,0.1,2.12,0.16,48.96,1.01,206.2,26.9,1288,19.4,1391.1,13.4,1494.2,18.7,0.000049152,4096,103.93,8.03,9.11238E+36,1.38173E+36,,CDF
B05061,20240312,60381.112566017,60381.108698734,529.8,0.1,2.78,0.07,255.51,11.91,333.3,21.5,1010.9,4.5,1177.6,10.7,1344.3,21,0.000049152,4096,711.44,37.35,1.00828E+38,8.38598E+36,,CDF
