BurstID,Date,MJD(topo@1.5GHz),MJD(bary@inf freq.),DM(pc/cc),DM_err(pc/cc),Weff(ms),Weff_err(ms),Flux(mJy),Flux_err(mJy),Bandwidth(MHz),Bandwidth_err(MHz),Lower_Freq.(MHz),Lower_Freq_err(MHz),Center_Freq.(MHz),Center_Freq_err(MHz),Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,Fluence(mJy ms),Fluence_err(mJy ms),Energy(erg),Energy_err(erg),note,bestfit
B02634,20240309,60378.197850207,60378.193871887,530.2,0.1,2.3,0.13,68.44,3.33,359.2,14.7,1018.3,3.8,1197.9,7.1,1377.5,14.2,0.000049152,4096,157.33,11.94,2.40303E+37,2.07228E+36,,CDF
B02635,20240309,60378.197967794,60378.193989478,530.1,0.3,2.66,0.28,43.93,2.17,259.9,5.3,995.9,3,1125.9,1.3,1255.8,3,0.000049152,4096,116.7,13.53,1.28965E+37,1.5184E+36,,Gaussian
B02636,20240309,60378.197971175,60378.193992859,529.8,0.1,3.95,0.06,482.2,23.76,446,5.9,1039.7,4.5,1262.7,2.6,1485.6,3.8,0.000049152,4096,1904.8,97.65,3.61234E+38,1.91251E+37,,CDF
B02637,20240309,60378.198001918,60378.194023603,530.3,0.2,3.83,0.15,105.27,4.55,323,11.6,1176.1,11.6,1337.6,5.8,1499.2,1,0.000049152,4096,402.96,23.29,5.53443E+37,3.76558E+36,,CDF
B02638,20240309,60378.198178269,60378.194199961,529.3,0.4,2.58,0.17,108.6,2.68,144.8,9.9,1003.1,1.5,1075.5,5,1147.9,9.8,0.000049152,4096,280.63,19.7,1.72782E+37,1.69297E+36,,CDF
B02639,20240309,60378.198185228,60378.194206920,529.2,0.2,3.15,0.07,264.98,12.9,365.3,9,1015.1,3.3,1197.8,4.3,1380.4,8.4,0.000049152,4096,835.63,44.35,1.29798E+38,7.59556E+36,,CDF
B02640,20240309,60378.198300239,60378.194321935,530.2,0.2,2.76,0.08,131.48,6.44,428.8,13.9,1066.8,13.2,1281.2,6.6,1495.7,4.3,0.000049152,4096,362.71,20.8,6.61334E+37,4.35669E+36,,CDF
B02641,20240309,60378.198363231,60378.194384929,529,0.1,1,0.1,49.99,2.43,322.3,64.5,1116.6,45.6,1277.8,45.6,1438.9,45.6,0.000049152,4096,49.77,5.56,6.82072E+36,1.56331E+36,,Manual
B02642,20240309,60378.198365980,60378.194387678,533.5,0.5,3.83,0.3,66.58,3.26,160.2,7.8,1337.6,7.3,1417.7,3.8,1497.8,2.6,0.000049152,4096,255.17,23.78,1.73818E+37,1.82761E+36,,CDF
B02643,20240309,60378.198366248,60378.194387946,533.5,0.5,4.22,0.1,198.9,7.65,291.5,14.5,1207.6,14.5,1353.4,7.3,1499.1,1.1,0.000049152,4096,839.81,37.76,1.04093E+38,6.97984E+36,,CDF
B02644,20240309,60378.198366770,60378.194388468,528.3,0.1,1.45,0.23,51.81,2.53,133.6,9.9,976.7,5.4,1043.5,2.2,1110.3,5.4,0.000049152,4096,75.19,12.56,4.27164E+36,7.80328E+35,,Gaussian
B02645,20240309,60378.198367623,60378.194389321,528.3,0.1,1.97,0.24,39.87,1.95,317.6,7.5,1146.8,4.2,1305.6,1.9,1464.4,4.2,0.000049152,4096,78.4,10.39,1.05882E+37,1.42504E+36,,Gaussian
B02646,20240309,60378.198368388,60378.194390086,528.3,0.1,6.35,0.22,105.56,5.16,445.3,89.1,1000.4,63,1223.1,63,1445.7,63,0.000049152,4096,670.39,39.98,1.26936E+38,2.65025E+37,,Manual
B02647,20240309,60378.198368615,60378.194390313,528.3,0.1,3.07,0.05,499.31,24.42,343.7,10.4,1010.4,3.1,1182.3,5.1,1354.1,9.9,0.000049152,4096,1532.31,79.74,2.23939E+38,1.34807E+37,,CDF
B02648,20240309,60378.198368751,60378.194390449,529.8,0.4,5.05,0.15,176.82,8.6,196.4,3.3,1003.8,1.8,1102,0.8,1200.2,1.8,0.000049152,4096,893.55,51.09,7.46218E+37,4.44681E+36,,Gaussian
B02649,20240309,60378.198369429,60378.194391127,529.8,0.4,6.72,0.5,91.64,4.46,102.9,5.7,1003.7,2.7,1055.2,2.9,1106.7,5,0.000049152,4096,616.16,54.72,2.69595E+37,2.82163E+36,,CDF
B02650,20240309,60378.198426050,60378.194447750,531.2,0.2,2.59,0.12,114.82,6.61,215.1,13.8,1283.6,13.7,1391.2,6.9,1498.7,1.2,0.000049152,4096,297.51,22.3,2.72109E+37,2.68491E+36,,CDF
B02651,20240309,60378.198459619,60378.194481320,529.5,0.1,1.79,0.1,104.4,5.12,224.1,13.2,1063.2,12.3,1175.3,6.2,1287.3,4.7,0.000049152,4096,186.42,13.55,1.77637E+37,1.66168E+36,,CDF
B02652,20240309,60378.198460460,60378.194482162,527.7,NaN ,1.88,0.42,27.87,1.35,122.5,4.9,1012.8,2.8,1074,1.2,1135.3,2.8,0.000049152,4096,52.34,11.86,2.72647E+36,6.27496E+35,,Gaussian
B02653,20240309,60378.198589216,60378.194610922,529.3,0.1,1.45,0.1,88.46,4.31,166.3,10.4,1332.4,9.5,1415.5,5.3,1498.7,4.1,0.000049152,4096,128.57,10.95,9.0915E+36,9.6071E+35,,CDF
B02654,20240309,60378.198793784,60378.194815497,530.3,0.1,10.05,0.39,79.91,3.9,598.8,17,939.7,9.2,1239.2,3.4,1538.6,9.2,0.000049152,4096,802.89,49.84,2.04428E+38,1.39545E+37,,Gaussian
B02655,20240309,60378.198794499,60378.194816212,528.7,0.3,1.68,0.15,58.28,2.85,239.1,8.5,1295.3,4.7,1414.8,1.9,1534.3,4.7,0.000049152,4096,98,9.91,9.96297E+36,1.0675E+36,,Gaussian
B02656,20240309,60378.198845394,60378.194867109,528,0.1,1.69,0.06,262.75,19.16,267.5,9.7,1231.6,9.6,1365.4,4.9,1499.2,1.2,0.000049152,4096,444.82,35.83,5.05953E+37,4.46953E+36,,CDF
B02657,20240309,60378.199086130,60378.195107854,530.9,0.5,2.18,0.38,44.94,2.22,106.9,3,994.4,1.6,1047.9,0.7,1101.3,1.6,0.000049152,4096,97.87,17.66,4.44867E+36,8.1242E+35,,Gaussian
B02658,20240309,60378.199292090,60378.195313821,529,0.1,4.46,0.18,102.34,6.42,342.1,14.5,1152.6,14,1323.7,7.2,1494.8,3.9,0.000049152,4096,456.2,33.83,6.63604E+37,5.66819E+36,,CDF
B02659,20240309,60378.199330656,60378.195352388,529.2,0.1,2.19,0.09,123.66,4.4,309.3,9.4,1125.7,7.6,1280.4,4.7,1435,5.5,0.000049152,4096,270.67,14.38,3.55983E+37,2.17925E+36,,CDF
B02660,20240309,60378.199422707,60378.195444442,527.6,1,3.44,0.55,34.88,1.71,196.9,11.9,1362.3,6.7,1460.8,3.1,1559.2,6.7,0.000049152,4096,119.99,20.11,1.00457E+37,1.7897E+36,,Gaussian
B02661,20240309,60378.199432387,60378.195454123,528.9,0.2,2.15,0.07,252.53,15.9,172,4.6,1327.4,4.5,1413.4,2.3,1499.4,0.8,0.000049152,4096,542.26,37.94,3.96586E+37,2.9703E+36,,CDF
B02662,20240309,60378.199432678,60378.195454414,528.9,0.2,3.41,0.42,62.8,1.58,112.4,8,1008.1,3.6,1064.3,4,1120.5,7.1,0.000049152,4096,214.36,27.07,1.02449E+37,1.485E+36,,CDF
B02663,20240309,60378.199518772,60378.195540511,529.2,0.6,1.39,0.13,66.96,3.37,216.6,7.2,1279.7,4,1388,1.7,1496.3,4,0.000049152,4096,92.78,9.61,8.54548E+36,9.2998E+35,,Gaussian
B02664,20240309,60378.199554448,60378.195576188,529.3,0.1,2.59,0.21,43.56,2.1,375.8,16.3,1023.9,4.9,1211.8,7.6,1399.7,15.5,0.000049152,4096,112.62,10.64,1.79968E+37,1.87152E+36,,CDF
B02665,20240309,60378.199744925,60378.195766672,530.5,0.1,3.69,0.1,684.96,34.82,470.9,24.2,1028.4,24.1,1263.8,12.1,1499.2,1,0.000049152,4096,2529.16,145.73,5.06418E+38,3.90997E+37,,CDF
B02666,20240309,60378.199745044,60378.195766791,530.7,0.2,2.65,0.06,284.56,14.47,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,754.08,41.8,1.60002E+38,3.32065E+37,,Manual
B02667,20240309,60378.199745544,60378.195767291,528.3,0.1,1.65,0.07,171.55,8.72,149.6,8.1,1025.3,4.4,1100.1,3.8,1174.9,6.8,0.000049152,4096,283.63,19.18,1.80419E+37,1.56288E+36,,CDF
B02668,20240309,60378.199745631,60378.195767378,528.3,0.1,0.97,0.08,93.43,4.75,112.8,1.9,1045.6,1,1102,0.5,1158.4,1,0.000049152,4096,91,8.77,4.36481E+36,4.26865E+35,,Gaussian
B02669,20240309,60378.199745713,60378.195767460,527.9,0.1,4.02,0.13,113.14,5.75,399.4,79.9,1000.4,56.5,1200.1,56.5,1399.8,56.5,0.000049152,4096,454.96,27.23,7.72648E+37,1.61337E+37,,Manual
B02670,20240309,60378.199746186,60378.195767933,529.8,0.1,4.63,0.05,1321.3,50.18,337.9,3.7,1002.6,1,1171.6,1.8,1340.5,3.5,0.000049152,4096,6111.67,241.61,8.78117E+38,3.60209E+37,,CDF
B02671,20240309,60378.199815272,60378.195837021,529,0.1,1.88,0.07,179.51,4.25,238.7,17.1,1015.5,4.4,1134.8,8.5,1254.2,16.5,0.000049152,4096,338.09,15.54,3.43151E+37,2.92049E+36,,CDF
B02672,20240309,60378.199831278,60378.195853028,528.5,0.3,1.5,0.2,36.1,1.86,334.8,9,1095.8,5.1,1263.2,2.3,1430.6,5.1,0.000049152,4096,54.18,7.73,7.71258E+36,1.11979E+36,,Gaussian
B02673,20240309,60378.199873858,60378.195895609,528.5,0.1,1.63,0.09,115.82,7.82,175.1,16.2,1323.4,16.1,1411,8.1,1498.5,1.6,0.000049152,4096,188.93,16.41,1.40667E+37,1.78523E+36,,CDF
B02674,20240309,60378.200049536,60378.196071294,528.9,0.1,5.41,0.28,64.08,4.39,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,346.64,29.79,7.35508E+37,1.60105E+37,,Manual
B02675,20240309,60378.200170290,60378.196192052,530.2,0.1,2.67,0.16,60.98,3.04,436.2,14.5,1056.8,13.5,1274.9,7.1,1493,5.2,0.000049152,4096,163.1,12.5,3.0252E+37,2.5269E+36,,CDF
B02676,20240309,60378.200211200,60378.196232963,530.9,0.1,2.23,0.05,550.54,27.85,484.7,3.8,1013.6,3.6,1256,1.9,1498.4,1.4,0.000049152,4096,1229.1,68.22,2.53317E+38,1.41998E+37,,CDF
B02677,20240309,60378.200300507,60378.196322274,530.1,0.1,3.44,0.15,102.39,5.13,247.1,49.4,1252.4,34.9,1375.9,34.9,1499.5,34.9,0.000049152,4096,352.15,23.73,3.70006E+37,7.80617E+36,,Manual
B02678,20240309,60378.200423546,60378.196445317,531.2,0.2,3.16,0.2,83.85,3.19,266,15,1089.7,13.9,1222.8,7.5,1355.8,5.5,0.000049152,4096,264.7,19.37,2.9939E+37,2.76565E+36,,CDF
B02679,20240309,60378.200532113,60378.196553888,530.6,0.1,2.59,0.07,196.03,9.79,475.3,5.4,1023.6,5.4,1261.3,2.7,1498.9,0.9,0.000049152,4096,506.97,28.59,1.0246E+38,5.89341E+36,,CDF
B02680,20240309,60378.200536145,60378.196557920,528.4,0.1,4.48,0.08,264.02,13.92,499,99.8,1000.4,70.6,1249.9,70.6,1499.5,70.6,0.000049152,4096,1182.67,65.58,2.5094E+38,5.20812E+37,,Manual
B02681,20240309,60378.200681721,60378.196703501,530.5,0.4,3.43,0.1,200.49,9.86,167.4,7.6,1331.7,7.5,1415.4,3.8,1499.1,1.3,0.000049152,4096,687.82,39.03,4.89593E+37,3.55768E+36,,CDF
B02682,20240309,60378.200735880,60378.196757662,527.8,0.3,1.45,0.13,70.75,3.55,196.9,7,1347.1,3.9,1445.5,1.7,1544,3.9,0.000049152,4096,102.77,10.64,8.60417E+36,9.41645E+35,,Gaussian
B02683,20240309,60378.200929549,60378.196951338,530.9,1.2,1.67,0.26,57.86,2.93,70.3,1.7,1008.3,1,1043.4,0.4,1078.5,1,0.000049152,4096,96.56,15.79,2.88641E+36,4.76989E+35,,Gaussian
B02684,20240309,60378.200939155,60378.196960944,529.6,0.1,8.32,0.35,116.99,11.56,231,7.6,1005.4,3,1120.9,3.7,1236.4,6.9,0.000049152,4096,972.8,104.24,9.5552E+37,1.07107E+37,,CDF
B02685,20240309,60378.200958092,60378.196979882,529.5,0.2,4.54,0.21,147.29,3.65,189.4,6,1006,3.4,1100.7,3,1195.4,4.9,0.000049152,4096,668.6,35.55,5.3846E+37,3.33233E+36,,CDF
B02686,20240309,60378.200966784,60378.196988574,529.5,0.2,2.15,0.43,31.72,1.54,180.5,8.9,977.7,4.9,1067.9,2,1158.1,4.9,0.000049152,4096,68.14,14.12,5.22956E+36,1.11365E+36,,Gaussian
B02687,20240309,60378.201130193,60378.197151989,529.5,0.1,2.28,0.05,341.8,15.37,436.8,23.9,1032.5,16.1,1250.9,11.9,1469.3,17.6,0.000049152,4096,777.87,39.61,1.44475E+38,1.07983E+37,,CDF
B02688,20240309,60378.201167794,60378.197189591,530.7,0.1,3.63,0.13,152.49,3.93,270.4,18.9,1002.7,1.1,1137.9,9.5,1273.1,18.9,0.000049152,4096,553.57,24.41,6.3648E+37,5.25988E+36,,CDF
B02689,20240309,60378.201210083,60378.197231882,530.1,0.1,1.14,0.16,45.58,3.05,204.1,10.1,985,5.5,1087,2.2,1189,5.5,0.000049152,4096,51.89,8.26,4.50292E+36,7.50279E+35,,Gaussian
B02690,20240309,60378.201210556,60378.197232355,529.4,0.1,2.15,0.29,51.77,3.28,156.3,3.8,992.7,2.1,1070.9,0.9,1149,2.1,0.000049152,4096,111.08,16.37,7.38264E+36,1.10239E+36,,Gaussian
B02691,20240309,60378.201210674,60378.197232473,530.1,0.1,2.18,0.41,30.46,1.49,123,24.6,1305.1,17.4,1366.6,17.4,1428.2,17.4,0.000049152,4096,66.47,12.85,3.47626E+36,9.66856E+35,,Manual
B02692,20240309,60378.201210802,60378.197232601,530.1,0.1,2.45,0.1,99.91,4.89,397.9,8.3,1029.1,6.6,1228,3.9,1427,5,0.000049152,4096,244.85,15.53,4.14267E+37,2.7659E+36,,CDF
B02693,20240309,60378.201214406,60378.197236205,530.1,0.1,1.72,0.22,48.04,2.36,174.6,9,1335.3,5,1422.6,2.1,1509.9,5,0.000049152,4096,82.6,11.47,6.13213E+36,9.08042E+35,,Gaussian
B02694,20240309,60378.201214525,60378.197236324,530.1,0.1,2.57,0.07,176.79,8.57,471.5,6.1,1027.3,6,1263.1,3.1,1498.9,1.1,0.000049152,4096,455.18,25.52,9.12573E+37,5.25149E+36,,CDF
B02695,20240309,60378.201225256,60378.197247055,529.4,0.1,2.27,0.13,65.41,4.92,562.5,12.8,1077.3,7,1358.6,2.9,1639.8,7,0.000049152,4096,148.76,14.18,3.55815E+37,3.48703E+36,,Gaussian
B02696,20240309,60378.201225397,60378.197247196,529.8,0.1,2.27,0.35,29.99,1.44,253.9,50.8,1042.4,35.9,1169.4,35.9,1296.3,35.9,0.000049152,4096,68.22,11.03,7.36557E+36,1.8947E+36,,Manual
B02697,20240309,60378.201237521,60378.197259321,531.5,0.2,2.87,0.07,289.2,25.66,255.5,5.8,1244,5.7,1371.7,2.9,1499.4,0.8,0.000049152,4096,830.54,76.19,9.02313E+37,8.52671E+36,,CDF
B02698,20240309,60378.201299488,60378.197321290,528.6,0.4,1.9,0.17,65.48,3.34,191,9.4,1354.7,5.2,1450.2,2.3,1545.8,5.2,0.000049152,4096,124.24,12.8,1.00901E+37,1.1523E+36,,Gaussian
B02699,20240309,60378.201300586,60378.197322388,529.9,0.1,1.63,0.06,137.38,6.96,519.1,22.4,1072.2,12.3,1331.8,5.1,1591.4,12.3,0.000049152,4096,224.51,14.38,4.95561E+37,3.8276E+36,,Gaussian
B02700,20240309,60378.201316934,60378.197338736,528.6,0.4,3.57,0.48,34.88,1.79,214.4,15.1,1272.9,13.9,1380.1,7.1,1487.3,6.1,0.000049152,4096,124.42,17.76,1.13426E+37,1.80512E+36,,CDF
B02701,20240309,60378.201570080,60378.197591891,529.5,0.4,1.8,0.25,37.39,1.84,166.1,5.8,1300.3,3.2,1383.4,1.4,1466.4,3.2,0.000049152,4096,67.33,10.06,4.75566E+36,7.29758E+35,,Gaussian
B02702,20240309,60378.201570922,60378.197592733,530.2,0.1,3,0.06,329.32,13.8,417,6.6,1007.9,3.5,1216.4,3.3,1424.9,5.6,0.000049152,4096,987.85,46.04,1.75159E+38,8.62158E+36,,CDF
B02703,20240309,60378.201735936,60378.197757753,529.1,0.3,3.71,0.21,65.69,3.34,378.1,13.1,1017.3,4.2,1206.3,6,1395.4,12.4,0.000049152,4096,243.57,18.5,3.91596E+37,3.26845E+36,,CDF
B02704,20240309,60378.201801040,60378.197822859,528.7,0.1,3.72,0.13,122.78,6.31,317.4,11.1,1010.2,3.3,1168.9,5.4,1327.6,10.6,0.000049152,4096,457.18,28.23,6.17022E+37,4.37894E+36,,CDF
B02705,20240309,60378.201801377,60378.197823197,528.7,0.1,4.03,0.07,447.08,11.51,252.9,5.4,1002.6,1.1,1129.1,2.7,1255.6,5.3,0.000049152,4096,1799.79,55.02,1.93541E+38,7.2169E+36,,CDF
B02706,20240309,60378.201801709,60378.197823529,529.6,0.1,2.41,0.1,313.69,15.94,351.9,20.9,1102.1,12.6,1278,10.5,1454,16.7,0.000049152,4096,755.84,50.37,1.13097E+38,1.00958E+37,,CDF
B02707,20240309,60378.201802178,60378.197823998,529.2,0.1,4.95,0.2,140.21,3.27,237.9,6.1,1010.3,3.1,1129.2,3.1,1248.1,5.3,0.000049152,4096,694.18,32.62,7.02215E+37,3.75867E+36,,CDF
B02708,20240309,60378.201871928,60378.197893750,530.2,0.3,2.08,0.27,59.42,2.88,88.3,2.1,1002.6,1.2,1046.8,0.5,1091,1.2,0.000049152,4096,123.55,17.37,4.63885E+36,6.61589E+35,,Gaussian
B02709,20240309,60378.202021710,60378.198043537,530.1,0.1,2.13,0.2,45.49,2.43,375.7,14.6,1073,8.1,1260.8,3.5,1448.7,8.1,0.000049152,4096,96.94,10.41,1.54865E+37,1.76805E+36,,Gaussian
B02710,20240309,60378.202022779,60378.198044606,527.8,0.1,7.22,0.08,414.72,22.03,413.1,82.6,1000.4,58.4,1207,58.4,1413.5,58.4,0.000049152,4096,2993.99,162.55,5.25908E+38,1.08964E+38,,Manual
B02711,20240309,60378.202064918,60378.198086747,530.3,0.3,4.08,0.49,72.07,3.58,79,2,1001.8,1.1,1041.4,0.5,1080.9,1.1,0.000049152,4096,294.05,38.39,9.87772E+36,1.31356E+36,,Gaussian
B02712,20240309,60378.202100367,60378.198122197,528.9,0.1,1.38,0.09,93.98,3.42,302.9,28.5,1072,4.2,1223.4,14.3,1374.9,28.2,0.000049152,4096,129.25,9.47,1.6647E+37,1.98495E+36,,CDF
B02713,20240309,60378.202125457,60378.198147288,530.4,1.2,1.72,0.24,49.88,2.51,132.4,3.5,1032,1.9,1098.2,0.8,1164.3,1.9,0.000049152,4096,85.9,12.82,4.83608E+36,7.32868E+35,,Gaussian
B02714,20240309,60378.202222332,60378.198244166,528.1,0.4,2.66,0.4,48.65,2.4,147.1,3.6,994.6,2,1068.1,1,1141.7,2,0.000049152,4096,129.45,20.32,8.09711E+36,1.28609E+36,,Gaussian
B02715,20240309,60378.202489710,60378.198511554,528.7,0.1,1.85,0.14,83.38,7.33,184.2,5,976.9,2.8,1069,1.2,1161,2.8,0.000049152,4096,154.57,17.94,1.21063E+37,1.44302E+36,,Gaussian
B02716,20240309,60378.202494911,60378.198516755,528.7,0.2,4.39,0.44,84.44,2.37,152.2,9.9,1007.8,3.5,1083.9,4.9,1160,9.3,0.000049152,4096,370.83,38.76,2.39993E+37,2.95473E+36,,CDF
B02717,20240309,60378.202550581,60378.198572427,528.8,0.2,1.52,0.19,53.37,3.57,169.2,4.1,1015.5,2.3,1100,1,1184.6,2.3,0.000049152,4096,81.21,11.3,5.84282E+36,8.25017E+35,,Gaussian
B02718,20240309,60378.202752641,60378.198774494,528.5,0.1,1.6,0.05,383.37,18.87,260.5,5,1238.7,4.9,1369,2.5,1499.2,1.1,0.000049152,4096,612.13,36.18,6.78045E+37,4.21379E+36,,CDF
B02719,20240309,60378.202821872,60378.198843728,531.5,0.2,5.91,1.3,21.43,1.1,247.9,6.1,1012,3.4,1135.9,1.6,1259.9,3.4,0.000049152,4096,126.67,28.54,1.33524E+37,3.02645E+36,,Gaussian
B02720,20240309,60378.202867757,60378.198889614,527.5,0.3,2.85,0.22,131.1,2.85,67.2,8.2,1010.1,3.2,1043.7,4.1,1077.3,7.5,0.000049152,4096,374.16,30.25,1.06914E+37,1.56505E+36,,CDF
B02721,20240309,60378.202973393,60378.198995254,528.9,0.1,2.43,0.11,113.17,3.57,317.8,5.1,1011,3.3,1169.9,2.6,1328.8,3.9,0.000049152,4096,275.01,15.29,3.71624E+37,2.15044E+36,,CDF
B02722,20240309,60378.202992143,60378.199014005,529.7,0.1,4.33,0.26,121.32,3.25,169.7,9.4,1002.9,1.4,1087.8,4.7,1172.6,9.3,0.000049152,4096,524.92,34.26,3.78776E+37,3.24257E+36,,CDF
B02723,20240309,60378.203097556,60378.199119421,529.7,0.1,2.01,0.1,100.72,4.89,319.4,6.5,1058.5,3.6,1218.2,1.6,1377.9,3.6,0.000049152,4096,202.35,14.4,2.74815E+37,2.03386E+36,,Gaussian
B02724,20240309,60378.203413867,60378.199435743,529.5,0.2,1.51,0.21,44.38,2.17,177,10.5,1340.6,5.8,1429.1,2.4,1517.5,5.8,0.000049152,4096,66.96,9.85,5.03919E+36,7.9903E+35,,Gaussian
B02725,20240309,60378.203594301,60378.199616184,528.9,0.1,1.23,0.12,51.83,2.53,183.5,4.8,1021.9,2.7,1113.7,1.2,1205.5,2.7,0.000049152,4096,63.89,6.94,4.98513E+36,5.56635E+35,,Gaussian
B02726,20240309,60378.203598474,60378.199620357,528.4,0.1,3.38,0.24,50.69,2.47,484.4,96.9,1013.1,68.5,1255.3,68.5,1497.5,68.5,0.000049152,4096,171.23,14.86,3.52683E+37,7.69054E+36,,Manual
B02727,20240309,60378.203717395,60378.199739282,528.8,0.1,3.06,0.2,109.06,2.82,222.6,13.7,1001.9,1.3,1113.2,6.8,1224.5,13.6,0.000049152,4096,333.64,23.33,3.15794E+37,2.94139E+36,,CDF
B02728,20240309,60378.203805668,60378.199827558,531.6,0.1,3.29,0.05,670.09,33.19,383.4,7.6,1011.6,3.5,1203.3,3.7,1395,6.7,0.000049152,4096,2205.24,114.64,3.59511E+38,2.00012E+37,,CDF
B02729,20240309,60378.203874062,60378.199895955,529,0.2,1.97,0.14,100.23,2.41,164.6,12.9,1055.2,12,1137.5,6.4,1219.8,4.5,0.000049152,4096,197.27,15.05,1.38066E+37,1.51021E+36,,CDF
B02730,20240309,60378.203902830,60378.199924724,530.2,0.1,2.59,0.06,389.79,16.33,405,5.9,1003.1,1.4,1205.6,2.9,1408.1,5.7,0.000049152,4096,1009.45,47.73,1.73837E+38,8.60074E+36,,CDF
B02731,20240309,60378.203957170,60378.199979066,529.7,0.2,2.77,0.17,74.56,3.15,249.6,16,1214.6,10.5,1339.4,8,1464.2,12.1,0.000049152,4096,206.23,15.13,2.18881E+37,2.13204E+36,,CDF
B02732,20240309,60378.204068050,60378.200089950,529.5,0.1,3.31,0.45,43.59,2.13,190.1,4.3,999.3,2.4,1094.3,1,1189.4,2.4,0.000049152,4096,144.11,21.02,1.16486E+37,1.71903E+36,,Gaussian
B02733,20240309,60378.204097658,60378.200119559,529.5,0.1,2.78,0.12,109.45,4.75,325.8,15.4,1127.6,15,1290.5,7.7,1453.4,3.6,0.000049152,4096,304.34,18.39,4.21614E+37,3.23463E+36,,CDF
B02734,20240309,60378.204098282,60378.200120183,528.5,0.1,1.76,0.08,127.77,4.06,312.9,8.4,1008.2,3.5,1164.6,4.2,1321.1,7.7,0.000049152,4096,225.29,12.57,2.9975E+37,1.8565E+36,,CDF
B02735,20240309,60378.204100239,60378.200122140,528.5,0.1,4.31,0.47,74.38,1.91,124.2,15.4,1004.1,2.5,1066.2,7.7,1128.3,15.2,0.000049152,4096,320.87,36.11,1.69456E+37,2.83766E+36,,CDF
B02736,20240309,60378.204275820,60378.200297727,528.4,0.2,3.89,0.22,104.97,5.19,161.8,10.6,1015,3.1,1095.9,5.2,1176.8,10.2,0.000049152,4096,408.28,30.3,2.80893E+37,2.78046E+36,,CDF
B02737,20240309,60378.204307564,60378.200329472,530.1,1.1,2.79,0.41,39.37,1.97,200.4,16.4,1380.4,9.8,1480.6,5.3,1580.8,9.8,0.000049152,4096,109.73,17.16,9.35009E+36,1.65056E+36,,Gaussian
B02738,20240309,60378.204371157,60378.200393067,525.2,0.3,2.35,0.35,45.49,2.25,160.5,8.3,1369.5,4.6,1449.8,1.9,1530.1,4.6,0.000049152,4096,107.04,16.83,7.30482E+36,1.20943E+36,,Gaussian
B02739,20240309,60378.204439556,60378.200461469,529.5,0.1,2.47,0.08,215.2,5.15,206.3,6.9,1014.5,4.4,1117.7,3.4,1220.8,5.3,0.000049152,4096,530.79,21.07,4.65615E+37,2.41711E+36,,CDF
B02740,20240309,60378.204494597,60378.200516512,530.9,0.6,2.24,0.17,75.56,3.78,158.9,14,1337.5,9,1416.9,6.1,1496.4,10.8,0.000049152,4096,169.05,15.56,1.14222E+37,1.45544E+36,,CDF
B02741,20240309,60378.204617431,60378.200639350,528.2,0.1,4.2,0.06,511.7,25.27,411.1,82.2,1088.3,58.1,1293.9,58.1,1499.5,58.1,0.000049152,4096,2151.51,110.3,3.76093E+38,7.76326E+37,,Manual
B02742,20240309,60378.204803613,60378.200825538,530,0.1,3.77,0.1,165.99,8.52,404.7,7,1017.1,4,1219.5,3.2,1421.8,5.8,0.000049152,4096,626.49,36.07,1.07808E+38,6.48033E+36,,CDF
B02743,20240309,60378.204946850,60378.200968781,529,0.1,1.98,0.06,282.13,12.12,329.2,8.1,1170.2,8.1,1334.8,4,1499.4,0.8,0.000049152,4096,559.37,28.88,7.83002E+37,4.47844E+36,,CDF
B02744,20240309,60378.205028347,60378.201050280,529.4,0.2,1.92,0.13,110.01,5.44,153.3,3.5,989.8,1.9,1066.4,0.9,1143,1.9,0.000049152,4096,210.99,18.02,1.37532E+37,1.21593E+36,,Gaussian
B02745,20240309,60378.205061117,60378.201083052,528.8,0.3,1.73,0.24,45.24,2.24,208.6,7.9,973,4.3,1077.3,1.7,1181.6,4.3,0.000049152,4096,78.39,11.62,6.95271E+36,1.06339E+36,,Gaussian
B02746,20240309,60378.205139817,60378.201161754,528.8,0.1,3.35,0.12,175.38,4.67,210.9,10.2,1001.8,1.2,1107.2,5.1,1212.6,10.1,0.000049152,4096,588.19,26.58,5.27468E+37,3.49109E+36,,CDF
B02747,20240309,60378.205200638,60378.201222577,529.7,0.2,2.47,0.1,145.12,13.2,240.4,6.1,1253.7,4.3,1373.9,3.1,1494.1,4.4,0.000049152,4096,359.1,35.87,3.6707E+37,3.78314E+36,,CDF
B02748,20240309,60378.205256862,60378.201278803,528.4,0.4,2.26,0.27,85.06,2.02,109.7,19.4,1021.5,11.3,1076.3,9.7,1131.1,15.8,0.000049152,4096,191.91,23.25,8.95197E+36,1.91907E+36,,CDF
B02749,20240309,60378.205317288,60378.201339232,530.2,0.3,1.62,0.11,91.38,4.59,190.4,38.1,1309,26.9,1404.2,26.9,1499.5,26.9,0.000049152,4096,147.65,12.48,1.19539E+37,2.59675E+36,,Manual
