,BurstID,Date,MJD,MJD(bary@inf freq.),DM,DMError,width,widtherror,flux,fluxerror,bandwidth,bandwidtherror,Lower_Freq.(MHz),Lower_Freq_err(MHz),feakfrequency,feakfrequencyerror,Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,fluence_mJyms,fluenceerror,energy,energyerror,note,bestfit,saturation_tag
11287,B11288,20240809,60530.788479207,60530.795006901,529.7,0.2,2.23,0.24,44.93,2.37,203.7,20.7,1110.6,13.2,1212.4,10.3,1314.3,16.0,4.9152e-05,4096,100.02,11.87,8.66322e+36,1.35374e+36,NA,CDF,False
11288,B11289,20240809,60530.788821021,60530.79534872,529.7,0.3,2.57,0.44,35.37,1.89,232.0,8.9,1234.7,4.9,1350.7,2.1,1466.7,4.9,4.9152e-05,4096,90.82,16.37,8.95932e+36,1.65121e+36,NA,Gaussian,False
11289,B11290,20240809,60530.78884805,60530.795375749,531.6,0.3,3.73,0.26,76.03,4.27,297.5,5.4,1015.0,3.4,1163.8,2.6,1312.5,4.2,4.9152e-05,4096,283.36,25.44,3.5844800000000004e+37,3.28293e+36,NA,CDF,False
11290,B11291,20240809,60530.788848493,60530.795376192,526.2,0.6,4.0,0.57,46.46,2.61,230.6,6.0,972.8,3.3,1088.1,1.4,1203.4,3.3,4.9152e-05,4096,186.0,28.4,1.82379e+37,2.82443e+36,NA,Gaussian,False
11291,B11292,20240815,60536.778544162,60536.785129682,532.1,0.2,3.51,0.14,129.13,10.23,493.2,98.6,1006.3,69.7,1252.9,69.7,1499.5,69.7,4.9152e-05,4096,452.66,40.15,9.49283e+37,2.0761900000000002e+37,complex,Manual,False
11292,B11293,20240815,60536.77880822,60536.785393741,526.7,1.9,2.54,0.3,56.63,4.48,167.4,28.6,1295.3,10.2,1379.1,13.8,1462.8,26.7,4.9152e-05,4096,143.91,20.48,1.02438e+37,2.27751e+36,NA,CDF,False
11293,B11294,20240815,60536.778808631,60536.785394152,530.1,0.2,1.78,0.1,108.93,8.61,426.8,85.4,1036.6,60.4,1249.9,60.4,1463.3,60.4,4.9152e-05,4096,193.82,19.12,3.51748e+37,7.84716e+36,NA,Manual,False
11294,B11295,20240815,60536.778862905,60536.785448426,530.6,0.3,2.61,0.24,57.64,4.57,396.5,79.3,1039.5,56.1,1237.7,56.1,1436.0,56.1,4.9152e-05,4096,150.41,18.19,2.53583e+37,5.926879999999999e+36,NA,Manual,False
11295,B11296,20240815,60536.778922844,60536.785508365,532.9,0.6,5.25,0.15,242.27,19.2,259.7,9.8,1239.1,9.8,1369.0,4.9,1498.9,1.0,4.9152e-05,4096,1271.47,106.74,1.40405e+38,1.2922700000000001e+37,NA,CDF,False
11296,B11297,20240815,60536.778969163,60536.785554685,527.5,2,3.4,0.42,59.2,4.66,132.7,7.6,1017.0,4.2,1083.3,1.9,1149.6,4.2,4.9152e-05,4096,201.4,29.25,1.13642e+37,1.77401e+36,NA,Gaussian,False
11297,B11298,20240815,60536.77910378,60536.785689302,530.5,0.4,2.52,0.17,90.46,7.17,393.8,22.3,943.4,12.3,1140.3,5.2,1337.1,12.3,4.9152e-05,4096,227.96,23.89,3.81716e+37,4.5469199999999996e+36,NA,Gaussian,False
11298,B11299,20240815,60536.779279264,60536.785864787,528.9,0.4,5.35,1.0,39.3,3.12,133.8,10.8,1274.5,6.0,1341.4,2.6,1408.4,6.0,4.9152e-05,4096,210.46,42.66,1.19738e+37,2.61255e+36,NA,Gaussian,False
11299,B11300,20240815,60536.779587998,60536.786173522,527.6,0.3,3.79,0.5,46.84,3.72,230.2,24.1,1265.7,23.6,1380.8,12.1,1495.9,5.0,4.9152e-05,4096,177.55,27.34,1.7379200000000002e+37,3.2359799999999996e+36,NA,CDF,False
11300,B11301,20240815,60536.779867588,60536.786453113,531.1,0.4,3.18,0.18,122.03,9.68,197.6,3.8,1301.2,3.7,1400.0,1.9,1498.8,1.1,4.9152e-05,4096,387.54,38.02,3.2561800000000004e+37,3.25546e+36,NA,CDF,False
11301,B11302,20240815,60536.780095549,60536.786681075,530.6,0.4,2.4,0.06,425.9,33.8,430.6,10.4,1043.1,4.4,1258.4,4.9,1473.8,9.5,4.9152e-05,4096,1023.16,84.54,1.8733599999999997e+38,1.6125999999999999e+37,NA,CDF,False
11302,B11303,20240815,60536.780729188,60536.787314717,526.8,0.3,3.67,0.45,52.24,4.15,215.8,19.2,1281.7,18.4,1389.6,9.4,1497.5,5.4,4.9152e-05,4096,191.76,27.82,1.7596e+37,2.99428e+36,NA,CDF,False
11303,B11304,20240815,60536.780791924,60536.787377453,531.3,0.2,3.59,0.15,137.4,10.85,235.7,7.8,1023.6,5.9,1141.4,4.0,1259.2,5.1,4.9152e-05,4096,492.7,43.84,4.93796e+37,4.68815e+36,NA,CDF,False
11304,B11305,20240815,60536.780862137,60536.787447667,528.3,0.4,2.81,0.44,41.21,3.22,323.4,14.3,1197.8,7.8,1359.5,3.2,1521.2,7.8,4.9152e-05,4096,115.93,20.23,1.5942e+37,2.87028e+36,NA,Gaussian,False
11305,B11306,20240815,60536.780956802,60536.787542332,531.3,0.6,3.11,0.79,37.66,2.95,174.5,10.4,1180.1,5.7,1267.3,2.4,1354.6,5.7,4.9152e-05,4096,117.03,31.11,8.68376e+36,2.36565e+36,NA,Gaussian,False
11306,B11307,20240815,60536.781179401,60536.787764932,531.5,0.2,2.49,0.16,104.17,8.28,246.2,7.4,1212.8,4.1,1335.9,1.8,1459.0,4.1,4.9152e-05,4096,258.9,26.39,2.71039e+37,2.8807799999999996e+36,NA,Gaussian,False
11307,B11308,20240815,60536.781203864,60536.787789395,531.4,0.6,6.62,1.24,48.1,3.82,127.4,3.0,1030.4,1.7,1094.2,0.7,1157.9,1.7,4.9152e-05,4096,318.32,64.57,1.7244100000000002e+37,3.52156e+36,NA,Gaussian,False
11308,B11309,20240815,60536.781204341,60536.787789872,530.7,0.4,5.49,0.21,200.22,15.91,153.7,4.2,1002.2,1.1,1079.1,2.1,1155.9,4.1,4.9152e-05,4096,1099.12,96.84,7.18326e+37,6.62635e+36,NA,CDF,False
11309,B11310,20240815,60536.781467222,60536.788052754,532.4,0.2,3.55,0.23,79.39,6.31,339.7,40.4,1045.7,34.5,1215.6,20.3,1385.4,21.0,4.9152e-05,4096,281.65,28.85,4.06821e+37,6.38578e+36,NA,CDF,False
11310,B11311,20240815,60536.781494433,60536.788079965,529.5,0.1,4.48,0.11,296.42,23.56,343.4,5.4,1010.7,3.4,1182.4,2.7,1354.1,4.2,4.9152e-05,4096,1329.1,110.36,1.94072e+38,1.6401e+37,NA,CDF,False
11311,B11312,20240815,60536.781774691,60536.788360225,533.5,0.3,5.62,0.15,225.94,17.96,349.8,17.1,1018.4,4.1,1193.3,8.6,1368.3,16.6,4.9152e-05,4096,1270.29,106.25,1.88941e+38,1.8304500000000002e+37,NA,CDF,False
11312,B11313,20240815,60536.7818457,60536.788431234,525.1,0.4,4.84,0.58,51.47,4.09,342.8,68.6,1003.4,48.5,1174.7,48.5,1346.1,48.5,4.9152e-05,4096,249.35,35.66,3.63465e+37,8.94008e+36,NA,Manual,False
11313,B11314,20240815,60536.781845898,60536.788431432,530.1,0.1,3.84,0.16,123.84,9.85,484.5,4.0,1012.8,3.2,1255.1,1.8,1497.3,2.4,4.9152e-05,4096,475.44,42.46,9.794699999999999e+37,8.78501e+36,NA,CDF,False
11314,B11315,20240815,60536.781847373,60536.788432907,527.0,0.5,2.83,0.36,59.1,4.7,149.8,4.1,1006.5,2.3,1081.4,1.0,1156.3,2.3,4.9152e-05,4096,167.42,25.0,1.06641e+37,1.61879e+36,NA,Gaussian,False
11315,B11316,20240815,60536.782145249,60536.788730784,531.0,0.7,2.5,0.35,50.29,3.88,216.1,8.9,1272.3,4.9,1380.3,2.1,1488.4,4.9,4.9152e-05,4096,125.64,20.2,1.1544400000000001e+37,1.91638e+36,NA,Gaussian,False
11316,B11317,20240815,60536.783062949,60536.789648488,526.1,0.4,3.63,0.4,56.51,4.3,242.6,6.4,982.0,3.5,1103.3,1.4,1224.6,3.5,4.9152e-05,4096,204.93,27.5,2.1139400000000002e+37,2.89149e+36,NA,Gaussian,False
11317,B11318,20240815,60536.783170958,60536.789756498,531.1,0.1,6.64,0.12,291.02,22.41,377.3,17.6,1005.4,2.9,1194.0,8.6,1382.7,17.4,4.9152e-05,4096,1931.72,153.05,3.09909e+38,2.84932e+37,NA,CDF,False
11318,B11319,20240815,60536.783185775,60536.789771315,529.3,2,3.78,0.39,65.44,5.0,201.6,14.0,1289.7,13.0,1390.6,6.7,1491.4,5.1,4.9152e-05,4096,247.41,31.72,2.12084e+37,3.0924899999999997e+36,NA,CDF,False
11319,B11320,20240815,60536.783248746,60536.789834286,530.0,0.1,2.12,0.08,240.77,18.66,268.5,7.3,1009.9,3.5,1144.1,3.4,1278.4,6.4,4.9152e-05,4096,510.97,43.89,5.83368e+37,5.2564099999999996e+36,high RFI,CDF,False
11320,B11321,20240815,60536.783300883,60536.789886423,535.2,0.8,7.34,0.18,203.78,15.74,455.2,8.5,1043.6,8.4,1271.2,4.2,1498.8,1.1,4.9152e-05,4096,1495.13,121.47,2.89391e+38,2.4124e+37,high RFI,CDF,False
11321,B11322,20240815,60536.783341625,60536.789927165,527.9,2,2.3,0.24,78.28,6.1,141.8,2.5,1016.3,1.4,1087.2,0.6,1158.1,1.4,4.9152e-05,4096,180.33,23.29,1.08729e+37,1.41717e+36,high RFI,Gaussian,False
11322,B11323,20240815,60536.783413241,60536.789998782,531.3,0.3,4.48,0.17,144.26,11.23,347.8,5.3,1028.9,4.2,1202.8,2.5,1376.6,3.2,4.9152e-05,4096,646.07,55.76,9.55458e+37,8.37399e+36,high RFI,CDF,False
11323,B11324,20240815,60536.783450506,60536.790036047,529.1,1.7,1.18,0.06,251.14,19.47,148.7,10.1,1007.0,3.7,1081.3,4.9,1155.7,9.4,4.9152e-05,4096,295.98,27.38,1.8714700000000002e+37,2.14796e+36,high RFI,CDF,False
11324,B11325,20240815,60536.783450691,60536.790036232,527.5,2,2.1,0.13,87.56,6.78,493.2,98.6,1002.4,69.7,1249.0,69.7,1495.5,69.7,4.9152e-05,4096,183.7,18.24,3.8523700000000002e+37,8.59927e+36,high RFI,Manual,False
11325,B11326,20240815,60536.783584905,60536.790170446,530.0,0.6,2.35,0.25,66.81,5.18,201.7,13.7,1282.0,3.1,1382.9,6.7,1483.8,13.3,4.9152e-05,4096,156.84,20.73,1.3451200000000002e+37,1.99892e+36,high RFI,CDF,False
11326,B11327,20240815,60536.78382779,60536.790413332,529.0,0.2,2.13,0.12,135.3,10.52,262.7,8.9,1016.5,3.8,1147.9,4.1,1279.2,8.1,4.9152e-05,4096,288.37,27.97,3.22117e+37,3.30929e+36,high RFI,CDF,False
11327,B11328,20240815,60536.784068674,60536.790654217,534.4,0.5,4.07,0.11,281.89,22.32,333.6,45.1,1165.3,45.1,1332.1,22.5,1498.9,0.9,4.9152e-05,4096,1148.0,95.71,1.6284499999999999e+38,2.5864999999999997e+37,high RFI,CDF,False
11328,B11329,20240815,60536.784069438,60536.790654981,528.9,0.8,2.41,0.51,40.3,3.18,365.4,50.5,1089.4,43.7,1272.1,24.3,1454.8,25.3,4.9152e-05,4096,97.25,21.92,1.5109600000000002e+37,3.99492e+36,high RFI,CDF,False
11329,B11330,20240815,60536.784104495,60536.790690038,529.0,0.2,1.49,0.17,78.97,6.19,276.6,6.2,1039.5,3.5,1177.8,1.6,1316.1,3.5,4.9152e-05,4096,117.36,16.02,1.3803200000000002e+37,1.90926e+36,high RFI,Gaussian,False
11330,B11331,20240815,60536.78412438,60536.790709924,529.8,0.1,3.78,0.25,77.78,6.08,488.3,97.7,1010.2,69.1,1254.3,69.1,1498.5,69.1,4.9152e-05,4096,294.01,30.26,6.104630000000001e+37,1.37355e+37,high RFI,CDF,False
11331,B11332,20240815,60536.784125772,60536.790711316,531.5,0.1,5.04,0.12,226.09,17.63,491.8,3.9,1007.1,3.7,1253.0,1.9,1498.9,0.9,4.9152e-05,4096,1139.35,93.02,2.3826e+38,1.9543100000000001e+37,high RFI,CDF,False
11332,B11333,20240815,60536.784127425,60536.790712969,527.9,1.2,4.02,0.76,46.61,3.64,69.5,2.0,1024.4,1.1,1059.1,0.5,1093.9,1.1,4.9152e-05,4096,187.24,38.43,5.53337e+36,1.1466699999999999e+36,high RFI,Gaussian,False
11333,B11334,20240815,60536.784299712,60536.790885256,528.0,0.3,2.13,0.13,136.93,10.63,170.2,8.1,1013.6,3.5,1098.7,3.8,1183.8,7.3,4.9152e-05,4096,291.09,28.53,2.1066500000000002e+37,2.29554e+36,high RFI,CDF,False
11334,B11335,20240815,60536.784806326,60536.791391872,528.1,1.9,4.64,0.83,35.16,2.73,180.5,24.9,1078.9,23.8,1169.1,11.5,1259.3,7.3,4.9152e-05,4096,163.09,31.7,1.25173e+37,2.98347e+36,high RFI,CDF,False
11335,B11336,20240815,60536.784887415,60536.791472962,528.2,0.6,1.74,0.13,134.37,10.33,171.9,34.4,1317.8,24.3,1403.7,24.3,1489.7,24.3,4.9152e-05,4096,234.39,24.64,1.71326e+37,3.87261e+36,high RFI,Manual,False
11336,B11337,20240815,60536.784947517,60536.791533064,527.4,2.1,2.17,0.36,61.0,4.71,85.4,3.9,996.3,2.2,1039.0,0.9,1081.7,2.2,4.9152e-05,4096,132.07,24.47,4.7959899999999995e+36,9.15257e+35,high RFI,Gaussian,False
11337,B11338,20240815,60536.785092829,60536.791678377,531.3,0.2,2.69,0.28,60.19,4.57,315.7,22.7,1029.9,5.2,1187.7,11.0,1345.6,22.1,4.9152e-05,4096,162.02,20.79,2.17491e+37,3.19915e+36,high RFI,CDF,False
11338,B11339,20240815,60536.785234628,60536.791820176,529.2,0.6,5.25,0.33,117.42,9.04,168.5,12.8,1031.9,5.1,1116.1,5.9,1200.4,11.8,4.9152e-05,4096,616.5,60.96,4.41712e+37,5.50766e+36,high RFI,CDF,False
11339,B11340,20240815,60536.785362984,60536.791948533,529.2,0.1,1.49,0.08,172.13,13.07,149.8,7.1,1010.1,3.4,1085.0,3.4,1159.9,6.2,4.9152e-05,4096,255.8,24.25,1.62933e+37,1.72674e+36,high RFI,CDF,False
11340,B11341,20240815,60536.785791702,60536.792377253,524.9,0.7,5.66,1.22,30.75,2.36,276.6,15.9,1235.8,8.7,1374.1,3.6,1512.4,8.7,4.9152e-05,4096,174.19,39.73,2.0487400000000001e+37,4.8192299999999996e+36,high RFI,Gaussian,False
11341,B11342,20240815,60536.785944356,60536.792529907,530.3,0.4,2.13,0.42,41.45,3.18,226.6,45.3,1194.8,32.0,1308.0,32.0,1421.3,32.0,4.9152e-05,4096,88.38,18.65,8.515900000000001e+36,2.47557e+36,high RFI,CDF,False
11342,B11343,20240815,60536.786069939,60536.792655491,528.1,0.1,1.51,0.06,241.21,18.48,486.3,97.3,1006.3,68.8,1249.5,68.8,1492.6,68.8,4.9152e-05,4096,364.97,31.47,7.54675e+37,1.64422e+37,high RFI,Manual,False
11343,B11344,20240815,60536.786070959,60536.792656511,528.7,0.1,6.78,0.22,159.85,12.15,487.3,97.5,1008.2,68.9,1251.9,68.9,1495.5,68.9,4.9152e-05,4096,1084.06,89.78,2.24624e+38,4.8640800000000005e+37,"complex,high RFI",Manual,False
11344,B11345,20240815,60536.786071541,60536.792657093,529.8,1.8,3.87,0.37,94.33,7.23,97.6,15.7,1005.5,3.7,1054.4,7.7,1103.2,15.2,4.9152e-05,4096,364.8,44.62,1.51396e+37,3.05951e+36,high RFI,CDF,False
11345,B11346,20240815,60536.786073764,60536.792659316,529.0,1.7,3.96,0.24,182.91,13.91,80.2,3.3,1002.1,1.0,1042.1,1.7,1082.2,3.1,4.9152e-05,4096,725.18,70.7,2.47302e+37,2.6168599999999998e+36,high RFI,CDF,False
11346,B11347,20240815,60536.786296225,60536.792881778,532.9,0.3,4.79,0.15,216.57,16.64,241.9,14.4,1006.5,3.2,1127.5,7.2,1248.5,14.0,4.9152e-05,4096,1037.67,86.3,1.06733e+38,1.09161e+37,high RFI,CDF,False
11347,B11348,20240815,60536.78644194,60536.793027493,526.5,0.1,6.27,0.99,46.73,3.57,227.3,7.5,1042.0,4.2,1155.7,1.8,1269.3,4.2,4.9152e-05,4096,293.08,51.6,2.8326e+37,5.07395e+36,high RFI,Gaussian,False
11348,B11349,20240815,60536.786442051,60536.793027604,526.7,0.1,2.79,0.08,291.64,22.3,271.4,10.6,1147.6,9.6,1283.3,5.0,1419.0,4.5,4.9152e-05,4096,814.54,66.82,9.399940000000001e+37,8.540029999999999e+36,high RFI,CDF,False
11349,B11350,20240815,60536.786442196,60536.793027749,526.7,0.1,4.07,0.23,143.77,10.99,139.2,7.5,1004.7,3.1,1074.3,3.6,1143.9,6.8,4.9152e-05,4096,584.47,55.97,3.45947e+37,3.80126e+36,high RFI,CDF,False
11350,B11351,20240815,60536.78652158,60536.793107134,529.6,0.1,1.69,0.14,61.17,4.7,557.8,20.6,978.8,11.1,1257.7,4.3,1536.6,11.1,4.9152e-05,4096,103.59,11.87,2.4569600000000003e+37,2.95737e+36,high RFI,Gaussian,False
11351,B11352,20240815,60536.786610549,60536.793196103,527.8,0.8,4.17,0.6,60.2,4.59,153.0,3.4,1006.1,1.9,1082.6,0.8,1159.1,1.9,4.9152e-05,4096,251.11,40.75,1.6336700000000002e+37,2.6757799999999997e+36,high RFI,Gaussian,False
11352,B11353,20240815,60536.786842497,60536.793428052,526.6,1.5,4.52,0.89,40.63,3.11,139.9,5.3,993.7,2.9,1063.6,1.2,1133.6,2.9,4.9152e-05,4096,183.67,38.62,1.0925800000000002e+37,2.3343000000000003e+36,high RFI,Gaussian,False
11353,B11354,20240815,60536.786883803,60536.793469358,527.2,0.4,3.21,0.46,52.98,4.09,110.5,3.1,1024.0,1.7,1079.2,0.8,1134.5,1.7,4.9152e-05,4096,170.21,27.66,7.99765e+36,1.31873e+36,high RFI,Gaussian,False
11354,B11355,20240815,60536.787413554,60536.793999111,530.1,0.3,3.39,0.55,44.58,3.4,145.6,4.5,1026.8,2.5,1099.6,1.1,1172.4,2.5,4.9152e-05,4096,150.96,26.98,9.34617e+36,1.6950799999999998e+36,high RFI,Gaussian,False
11355,B11356,20240815,60536.787689643,60536.794275202,528.8,0.1,2.46,0.07,219.27,16.71,464.2,11.3,1007.0,4.1,1239.1,4.4,1471.2,10.5,4.9152e-05,4096,538.66,44.12,1.0632199999999999e+38,9.08407e+36,high RFI,CDF,False
11356,B11357,20240815,60536.787742683,60536.794328242,533.0,0.3,5.73,0.18,187.7,14.33,352.6,11.8,1025.6,5.1,1201.9,5.3,1378.2,10.6,4.9152e-05,4096,1074.63,88.52,1.6111799999999999e+38,1.43255e+37,high RFI,CDF,False
11357,B11358,20240815,60536.787853124,60536.794438683,531.8,0.9,2.59,0.26,67.09,5.15,281.7,43.0,1216.7,43.0,1357.5,21.5,1498.3,1.6,4.9152e-05,4096,173.79,21.69,2.08172e+37,4.10458e+36,high RFI,CDF,False
11358,B11359,20240815,60536.788231562,60536.794817123,530.2,0.4,2.09,0.26,64.75,4.96,210.9,5.1,1018.4,2.9,1123.9,1.3,1229.3,2.9,4.9152e-05,4096,135.26,19.82,1.21298e+37,1.80139e+36,high RFI,Gaussian,False
11359,B11360,20240815,60536.788246967,60536.794832528,528.9,1.2,1.71,0.28,59.59,4.57,94.9,7.9,1052.9,6.0,1100.4,4.3,1147.9,5.1,4.9152e-05,4096,102.07,18.48,4.1185799999999997e+36,8.20624e+35,high RFI,CDF,False
11360,B11361,20240815,60536.788281178,60536.794866739,533.1,0.4,4.82,0.16,231.93,17.69,235.1,34.2,1007.0,3.2,1124.6,16.9,1242.2,34.1,4.9152e-05,4096,1117.22,93.33,1.1168599999999999e+38,1.87353e+37,high RFI,CDF,False
11361,B11362,20240815,60536.788499335,60536.795084897,532.0,0.4,7.59,0.15,281.12,21.45,445.5,7.9,1038.3,5.1,1261.0,3.8,1483.7,6.1,4.9152e-05,4096,2134.44,168.0,4.0433e+38,3.26226e+37,high RFI,CDF,False
11362,B11363,20240815,60536.789211896,60536.795797461,531.6,0.1,3.93,0.17,118.29,9.47,335.7,67.1,1162.9,67.1,1330.8,33.5,1498.7,1.2,4.9152e-05,4096,464.43,42.44,6.62947e+37,1.457e+37,NA,CDF,False
11363,B11364,20240815,60536.789332217,60536.795917782,529.3,0.4,5.27,0.32,125.19,10.02,196.7,10.0,1301.9,9.9,1400.3,5.0,1498.6,1.2,4.9152e-05,4096,659.49,66.33,5.51591e+37,6.21597e+36,NA,CDF,False
11364,B11365,20240815,60536.78941432,60536.795999886,530.3,0.3,2.59,0.28,123.64,9.9,168.9,33.8,1000.4,23.9,1084.9,23.9,1169.4,23.9,4.9152e-05,4096,319.91,43.13,2.2975200000000003e+37,5.54381e+36,NA,Manual,False
11365,B11366,20240815,60536.789819126,60536.796404693,528.9,0.1,2.55,0.18,86.9,6.96,281.2,8.6,1034.4,5.8,1175.0,4.1,1315.6,6.4,4.9152e-05,4096,221.35,23.76,2.64667e+37,2.95371e+36,NA,CDF,False
11366,B11367,20240815,60536.790072482,60536.796658051,532.0,0.3,4.06,0.16,188.04,15.05,240.0,4.9,1011.2,3.1,1131.1,2.3,1251.1,3.8,4.9152e-05,4096,763.08,68.24,7.78728e+37,7.14298e+36,NA,CDF,False
11367,B11368,20240815,60536.790186481,60536.79677205,528.9,0.1,5.89,0.12,251.11,20.13,383.7,11.8,1065.4,5.4,1257.2,5.9,1449.1,10.5,4.9152e-05,4096,1480.28,122.45,2.41512e+38,2.13146e+37,NA,CDF,False
11368,B11369,20240815,60536.790189164,60536.796774733,527.8,1.2,2.8,0.37,56.27,4.51,209.0,41.8,1285.6,29.6,1390.1,29.6,1494.6,29.6,4.9152e-05,4096,157.47,24.2,1.39942e+37,3.52987e+36,NA,CDF,False
11369,B11370,20240815,60536.790333475,60536.796919045,526.1,0.4,3.4,0.6,53.56,4.3,104.2,2.2,1034.2,1.2,1086.3,0.6,1138.4,1.2,4.9152e-05,4096,181.97,35.42,8.06248e+36,1.57861e+36,NA,Gaussian,False
11370,B11371,20240815,60536.7904805,60536.79706607,528.3,1.3,1.68,0.21,57.31,4.6,243.8,10.2,1236.6,5.6,1358.4,2.4,1480.3,5.6,4.9152e-05,4096,96.4,14.26,9.99379e+36,1.53601e+36,NA,Gaussian,False
11371,B11372,20240815,60536.790608971,60536.797194542,531.2,0.5,4.52,0.13,239.54,19.2,215.9,15.9,1012.1,3.4,1120.1,7.6,1228.1,15.6,4.9152e-05,4096,1083.29,92.59,9.94496e+37,1.1220500000000001e+37,NA,CDF,False
11372,B11373,20240815,60536.79123459,60536.797820163,529.0,2.1,2.06,0.36,35.36,2.84,229.3,6.3,1239.7,4.3,1354.3,3.1,1469.0,4.6,4.9152e-05,4096,72.97,13.9,7.11485e+36,1.36967e+36,NA,CDF,False
11373,B11374,20240815,60536.791243482,60536.797829055,531.7,0.2,4.62,0.1,432.44,34.72,273.7,7.5,1026.6,4.5,1163.4,3.6,1300.3,6.0,4.9152e-05,4096,1999.37,166.09,2.3268599999999998e+38,2.0354500000000002e+37,NA,CDF,False
11374,B11375,20240815,60536.791369074,60536.797954648,530.0,0.1,3.85,0.2,93.83,7.54,404.6,58.7,1012.7,3.1,1215.1,29.2,1417.4,58.6,4.9152e-05,4096,361.14,34.71,6.213120000000001e+37,1.0813e+37,NA,CDF,False
11375,B11376,20240815,60536.79157012,60536.798155695,527.6,1.8,2.16,0.27,97.27,7.82,98.3,2.7,1027.1,1.5,1076.2,0.7,1125.4,1.5,4.9152e-05,4096,209.93,30.93,8.7746e+36,1.31517e+36,NA,Gaussian,False
11376,B11377,20240815,60536.791602798,60536.798188373,530.5,0.1,2.6,0.15,92.42,7.42,475.6,95.1,1020.0,67.3,1257.8,67.3,1495.5,67.3,4.9152e-05,4096,240.66,23.66,4.86681e+37,1.08439e+37,NA,Manual,False
11377,B11378,20240818,60539.710588525,60539.717181787,529.5,0.8,3.26,0.61,20.4,0.86,240.2,7.5,1016.6,4.2,1136.7,1.9,1256.8,4.2,4.9152e-05,4096,66.49,12.77,6.79141e+36,1.3218e+36,NA,Gaussian,False
11378,B11379,20240818,60539.710886977,60539.717480239,529.5,0.1,2.18,0.07,135.3,7.21,368.3,15.3,1007.5,3.2,1191.7,7.5,1375.8,15.0,4.9152e-05,4096,295.02,18.39,4.62024e+37,3.46156e+36,NA,CDF,False
11379,B11380,20240818,60539.711191006,60539.717784268,530.4,0.2,1.97,0.17,53.06,3.3,142.0,4.2,1329.5,2.3,1400.5,1.0,1471.4,2.3,4.9152e-05,4096,104.5,11.0,6.3097e+36,6.897299999999999e+35,NA,Gaussian,False
11380,B11381,20240818,60539.711379686,60539.717972948,528.9,0.3,1.62,0.14,53.83,3.42,236.6,8.7,996.3,4.8,1114.6,2.1,1232.9,4.8,4.9152e-05,4096,87.44,9.48,8.79713e+36,1.00739e+36,NA,Gaussian,False
11381,B11382,20240818,60539.71161935,60539.718212612,530.6,0.1,2.25,0.14,59.51,3.17,412.8,20.5,1085.1,18.9,1291.5,10.3,1497.9,7.9,4.9152e-05,4096,133.77,10.96,2.3480999999999997e+37,2.24894e+36,NA,CDF,False
11382,B11383,20240818,60539.71181417,60539.718407432,530.3,0.3,5.2,0.55,36.93,1.67,247.6,11.2,1020.1,4.0,1143.9,5.5,1267.7,10.5,4.9152e-05,4096,192.2,22.17,2.0234999999999998e+37,2.5075199999999998e+36,NA,CDF,False
11383,B11384,20240818,60539.711828476,60539.718421738,531.7,0.7,4.25,0.67,30.96,1.37,176.6,5.7,1012.5,2.8,1100.8,2.8,1189.1,4.9,4.9152e-05,4096,131.53,21.66,9.877e+36,1.65751e+36,NA,CDF,False
11384,B11385,20240818,60539.712790678,60539.71938394,530.2,0.1,2.93,0.19,49.86,2.47,355.6,6.1,1035.2,3.4,1213.0,1.5,1390.8,3.4,4.9152e-05,4096,146.3,11.93,2.21217e+37,1.84389e+36,NA,Gaussian,False
11385,B11386,20240818,60539.713204355,60539.719797617,530.2,0.2,3.35,0.32,63.27,2.62,119.8,5.9,1379.1,5.8,1439.0,3.0,1498.9,1.0,4.9152e-05,4096,212.08,22.03,1.08031e+37,1.2419599999999999e+36,NA,CDF,False
11386,B11387,20240818,60539.713204549,60539.719797811,530.3,0.2,9.48,1.03,25.24,1.16,493.2,98.6,1003.4,69.7,1249.9,69.7,1496.5,69.7,4.9152e-05,4096,239.11,28.13,5.0145e+37,1.1631800000000002e+37,complex,Manual,False
11387,B11388,20240818,60539.713205034,60539.719798296,529.3,0.3,3.11,0.35,39.4,1.82,208.0,41.6,1000.4,29.4,1104.4,29.4,1208.4,29.4,4.9152e-05,4096,122.42,14.89,1.08274e+37,2.53439e+36,NA,CDF,False
11388,B11389,20240818,60539.713300459,60539.719893721,530.0,0.6,2.92,0.6,21.06,0.9,200.4,12.1,1281.0,6.7,1381.1,2.9,1481.3,6.7,4.9152e-05,4096,61.58,12.96,5.24742e+36,1.1489399999999999e+36,NA,Gaussian,False
11389,B11390,20240818,60539.713544923,60539.720138185,529.9,0.1,2.18,0.08,114.92,4.71,276.1,5.4,1013.9,3.3,1151.9,2.6,1289.9,4.3,4.9152e-05,4096,251.09,14.1,2.94782e+37,1.75255e+36,NA,CDF,False
11390,B11391,20240818,60539.713631098,60539.72022436,529.5,0.1,2.3,0.12,96.41,5.92,187.7,14.0,1016.4,3.7,1110.2,6.7,1204.1,13.5,4.9152e-05,4096,221.48,17.81,1.76769e+37,1.93862e+36,NA,CDF,False
