,scan_name,scan_no,Telescope,Source_Name,Obs_Date_String,MJD_start_time,RA_J2000,RA_J2000_(deg),Dec_J2000,Dec_J2000_(deg),Tracking?,Azimuth_(deg),Zenith_Ang_(deg),Number_of_polns,Sample_time_(us),Central_freq_(MHz),Low_channel_(MHz),High_channel_(MHz),Channel_width_(MHz),Number_of_channels,Total_Bandwidth_(MHz),Beam,Beam_FWHM_(deg),Spectra_per_subint,Spectra_per_file,Time_per_subint_(sec),Time_per_file_(sec),bits_per_sample,bytes_per_spectra,samples_per_spectra,bytes_per_subint,samples_per_subint,zero_offset,Invert_the_band?,bytes_in_file_header,MJD_end_time,complete_filename
165,dwi_FRB20240114A_PV_Band_2024_02_16_10_24_50_166,no0001,dw,FRB20240114A,2024-02-16T09:24:51,60356.39225694445,21:27:40.6979,321.919574376071,04:21:00.1006,4.35002795407065,True,-36.42011,53.97996,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.39920138889,FRB20240114A_PV_Band_2024_02_16_10_24_50.txt
166,dwi_FRB20240114A_PV_Band_2024_02_16_10_34_51_167,no0001,dw,FRB20240114A,2024-02-16T09:34:52,60356.39921296296,21:27:40.8028,321.920011508177,04:21:00.4003,4.35011119700116,True,-33.4954,53.11104,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,488158,0.4608,93.726336,32,640,160,1536000,384000,0,False,327,60356.40029775852,FRB20240114A_PV_Band_2024_02_16_10_34_51.txt
167,dwi_FRB20240114A_PV_Band_2024_02_16_10_36_28_168,no0001,dw,FRB20240114A,2024-02-16T09:36:38,60356.40043981482,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-32.97339,52.96445,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2218666,0.4608,425.983872,32,640,160,1536000,384000,0,False,327,60356.405370183704,FRB20240114A_PV_Band_2024_02_16_10_36_28.txt
168,dwi_FRB20240114A_PV_Band_2024_02_16_10_43_54_169,no0001,dw,FRB20240114A,2024-02-16T09:44:04,60356.40560185185,21:27:40.8028,321.920011508177,04:21:00.4003,4.35011119700116,True,-30.75516,52.37032,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.4125462963,FRB20240114A_PV_Band_2024_02_16_10_43_54.txt
38,dwi_FRB20240114A_L1_Band_2024_02_16_10_43_54_39,no0001,dw,FRB20240114A,2024-02-16T09:44:06.00002,60356.40562500023,21:27:40.9011,321.920421319528,04:21:00.7000,4.35019443993166,True,-30.74501,52.36773,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.41256944342,FRB20240114A_L1_Band_2024_02_16_10_43_54.txt
169,dwi_FRB20240114A_PV_Band_2024_02_16_10_54_04_170,no0001,dw,FRB20240114A,2024-02-16T09:54:05,60356.41255787037,21:27:40.8028,321.920011508177,04:21:00.3004,4.35008344935765,True,-27.71339,51.62963,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.41950231481,FRB20240114A_PV_Band_2024_02_16_10_54_04.txt
39,dwi_FRB20240114A_L1_Band_2024_02_16_10_54_06_40,no0001,dw,FRB20240114A,2024-02-16T09:54:07.00005,60356.412581019074,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-27.70351,51.62729,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.41952546226,FRB20240114A_L1_Band_2024_02_16_10_54_06.txt
170,dwi_FRB20240114A_PV_Band_2024_02_16_11_04_05_171,no0001,dw,FRB20240114A,2024-02-16T10:04:06,60356.41951388889,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-24.61567,50.96081,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.426458333335,FRB20240114A_PV_Band_2024_02_16_11_04_05.txt
40,dwi_FRB20240114A_L1_Band_2024_02_16_11_04_07_41,no0001,dw,FRB20240114A,2024-02-16T10:04:08.00009,60356.41953703805,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-24.60505,50.95872,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.426481481234,FRB20240114A_L1_Band_2024_02_16_11_04_07.txt
171,dwi_FRB20240114A_PV_Band_2024_02_16_11_14_06_172,no0001,dw,FRB20240114A,2024-02-16T10:14:07,60356.42646990741,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-21.46403,50.36726,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.43341435186,FRB20240114A_PV_Band_2024_02_16_11_14_06.txt
41,dwi_FRB20240114A_L1_Band_2024_02_16_11_14_08_42,no0001,dw,FRB20240114A,2024-02-16T10:14:09.00002,60356.426493055784,21:27:40.9011,321.920421319528,04:21:00.5002,4.35013894464466,True,-21.45348,50.36539,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.43343749897,FRB20240114A_L1_Band_2024_02_16_11_14_08.txt
172,dwi_FRB20240114A_PV_Band_2024_02_16_11_24_07_173,no0001,dw,FRB20240114A,2024-02-16T10:24:08,60356.433425925934,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-18.26274,49.85184,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2786164,0.4608,534.943488,32,640,160,1536000,384000,0,False,327,60356.43961740149,FRB20240114A_PV_Band_2024_02_16_11_24_07.txt
42,dwi_FRB20240114A_L1_Band_2024_02_16_11_24_09_43,no0001,dw,FRB20240114A,2024-02-16T10:24:10,60356.433449074626,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-18.2522,49.85028,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.44039351781,FRB20240114A_L1_Band_2024_02_16_11_24_09.txt
173,dwi_FRB20240114A_PV_Band_2024_02_16_11_34_35_174,no0001,dw,FRB20240114A,2024-02-16T10:34:47,60356.44082175926,21:27:40.9011,321.920421319528,04:21:00.2005,4.35005570171415,True,-14.81324,49.39286,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.4477662037,FRB20240114A_PV_Band_2024_02_16_11_34_35.txt
43,dwi_FRB20240114A_L1_Band_2024_02_16_11_34_35_44,no0001,dw,FRB20240114A,2024-02-16T10:34:47,60356.44082175949,21:27:40.9011,321.920421319528,04:21:00.2005,4.35005570171415,True,-14.81324,49.39286,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.44776620268,FRB20240114A_L1_Band_2024_02_16_11_34_35.txt
174,dwi_FRB20240114A_PV_Band_2024_02_16_11_44_47_175,no0001,dw,FRB20240114A,2024-02-16T10:44:48,60356.44777777778,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-11.53025,49.04718,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.454722222225,FRB20240114A_PV_Band_2024_02_16_11_44_47.txt
44,dwi_FRB20240114A_L1_Band_2024_02_16_11_44_47_45,no0001,dw,FRB20240114A,2024-02-16T10:44:48,60356.44777777791,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-11.53025,49.04718,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.4547222211,FRB20240114A_L1_Band_2024_02_16_11_44_47.txt
175,dwi_FRB20240114A_PV_Band_2024_02_16_11_54_48_176,no0001,dw,FRB20240114A,2024-02-16T10:54:49,60356.4547337963,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-8.218821,48.78705,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.46167824075,FRB20240114A_PV_Band_2024_02_16_11_54_48.txt
45,dwi_FRB20240114A_L1_Band_2024_02_16_11_54_48_46,no0001,dw,FRB20240114A,2024-02-16T10:54:49.0001,60356.454733797145,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-8.218821,48.78705,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.46167824033,FRB20240114A_L1_Band_2024_02_16_11_54_48.txt
176,dwi_FRB20240114A_PV_Band_2024_02_16_12_04_49_177,no0001,dw,FRB20240114A,2024-02-16T11:04:50,60356.461689814816,21:27:40.6979,321.919574376071,04:21:00.0007,4.35000020642714,True,-4.885771,48.61401,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.46863425926,FRB20240114A_PV_Band_2024_02_16_12_04_49.txt
46,dwi_FRB20240114A_L1_Band_2024_02_16_12_04_49_47,no0001,dw,FRB20240114A,2024-02-16T11:04:50.0001,60356.4616898157,21:27:40.6979,321.919574376071,04:21:00.0007,4.35000020642714,True,-4.885771,48.61401,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.46863425888,FRB20240114A_L1_Band_2024_02_16_12_04_49.txt
177,dwi_FRB20240114A_PV_Band_2024_02_16_12_14_50_178,no0001,dw,FRB20240114A,2024-02-16T11:14:51,60356.46864583333,21:27:40.9011,321.920421319528,04:21:00.0007,4.35000020642714,True,-1.540904,48.529,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,690007,0.4608,132.481344,32,640,160,1536000,384000,0,False,327,60356.47017918222,FRB20240114A_PV_Band_2024_02_16_12_14_50.txt
47,dwi_FRB20240114A_L1_Band_2024_02_16_12_14_50_48,no0001,dw,FRB20240114A,2024-02-16T11:14:51,60356.4686458336,21:27:40.9011,321.920421319528,04:21:00.0007,4.35000020642714,True,-1.540904,48.529,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1084033,0.47616,215.0721472,32,1280,320,3072000,768000,0,False,327,60356.471135094565,FRB20240114A_L1_Band_2024_02_16_12_14_50.txt
48,dwi_FRB20240114A_L1_Band_2024_02_16_12_18_32_49,no0001,dw,FRB20240114A,2024-02-16T11:18:43,60356.47133101875,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-0.2469045,48.51982,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.47827546194,FRB20240114A_L1_Band_2024_02_16_12_18_32.txt
178,dwi_FRB20240114A_PV_Band_2024_02_16_12_18_32_179,no0001,dw,FRB20240114A,2024-02-16T11:18:44,60356.471342592595,21:27:40.5995,321.91916456472,04:21:00.1006,4.35002795407065,True,-0.2411535,48.51982,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.47828703704,FRB20240114A_PV_Band_2024_02_16_12_18_32.txt
49,dwi_FRB20240114A_L1_Band_2024_02_16_12_28_43_50,no0001,dw,FRB20240114A,2024-02-16T11:28:44.0001,60356.478287037826,21:27:40.6979,321.919574376071,04:21:00.2005,4.35005570171415,True,3.10137,48.55758,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60356.48523148101,FRB20240114A_L1_Band_2024_02_16_12_28_43.txt
179,dwi_FRB20240114A_PV_Band_2024_02_16_12_28_44_180,no0001,dw,FRB20240114A,2024-02-16T11:28:45,60356.47829861111,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,3.106882,48.55771,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60356.485243055555,FRB20240114A_PV_Band_2024_02_16_12_28_44.txt
180,dwi_FRB20240114A_PV_Band_2024_02_16_12_38_45_181,no0001,dw,FRB20240114A,2024-02-16T11:38:46,60356.48525462963,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,6.447678,48.68407,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2352054,0.4608,451.594368,32,640,160,1536000,384000,0,False,327,60356.490481416295,FRB20240114A_PV_Band_2024_02_16_12_38_45.txt
181,dwi_FRB20240114A_PV_Band_2024_02_20_09_12_21_182,no0001,dw,FRB20240114A,2024-02-20T08:12:33,60360.34204861111,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-51.76923,59.9389,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.34899305556,FRB20240114A_PV_Band_2024_02_20_09_12_21.txt
182,dwi_FRB20240114A_PV_Band_2024_02_20_09_22_33_183,no0001,dw,FRB20240114A,2024-02-20T08:22:34,60360.349004629636,21:27:40.8028,321.920011508177,04:21:00.3004,4.35008344935765,True,-49.19298,58.76942,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,1817598,0.4608,348.978816,32,640,160,1536000,384000,0,False,327,60360.3530437363,FRB20240114A_PV_Band_2024_02_20_09_22_33.txt
50,dwi_FRB20240114A_L1_Band_2024_02_20_09_28_42_51,no0001,dw,FRB20240114A,2024-02-20T08:28:53,60360.353391203935,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-47.53816,58.05478,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.36033564712,FRB20240114A_L1_Band_2024_02_20_09_28_42.txt
183,dwi_FRB20240114A_PV_Band_2024_02_20_09_28_41_184,no0001,dw,FRB20240114A,2024-02-20T08:28:54,60360.35340277778,21:27:40.8028,321.920011508177,04:21:00.3004,4.35008344935765,True,-47.53372,58.05291,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2159804,0.4608,414.682368,32,640,160,1536000,384000,0,False,327,60360.35820234222,FRB20240114A_PV_Band_2024_02_20_09_28_41.txt
184,dwi_FRB20240114A_PV_Band_2024_02_20_09_36_11_185,no0001,dw,FRB20240114A,2024-02-20T08:36:12,60360.35847222223,21:27:40.8028,321.920011508177,04:21:00.4003,4.35011119700116,True,-45.59134,57.25056,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2570513,0.4608,493.538496,32,640,160,1536000,384000,0,False,327,60360.36418447334,FRB20240114A_PV_Band_2024_02_20_09_36_11.txt
51,dwi_FRB20240114A_L1_Band_2024_02_20_09_38_57_52,no0001,dw,FRB20240114A,2024-02-20T08:38:58.0001,60360.3603935194,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-44.84655,56.95329,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.36733796258,FRB20240114A_L1_Band_2024_02_20_09_38_57.txt
185,dwi_FRB20240114A_PV_Band_2024_02_20_09_44_34_186,no0001,dw,FRB20240114A,2024-02-20T08:44:35,60360.36429398149,21:27:40.8028,321.920011508177,04:21:00.5002,4.35013894464466,True,-43.32038,56.36176,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.371238425934,FRB20240114A_PV_Band_2024_02_20_09_44_34.txt
52,dwi_FRB20240114A_L1_Band_2024_02_20_09_49_00_53,no0001,dw,FRB20240114A,2024-02-20T08:49:01.0001,60360.367372686305,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-42.1017,55.90659,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.37431712949,FRB20240114A_L1_Band_2024_02_20_09_49_00.txt
186,dwi_FRB20240114A_PV_Band_2024_02_20_09_54_35_187,no0001,dw,FRB20240114A,2024-02-20T08:54:36,60360.371250000004,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-40.54945,55.34843,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2528947,0.4608,485.557824,32,640,160,1536000,384000,0,False,327,60360.376869882224,FRB20240114A_PV_Band_2024_02_20_09_54_35.txt
53,dwi_FRB20240114A_L1_Band_2024_02_20_09_59_03_54,no0001,dw,FRB20240114A,2024-02-20T08:59:04.00009,60360.37435185288,21:27:40.9011,321.920421319528,04:21:00.6001,4.35016669228816,True,-39.29397,54.91448,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.381296296066,FRB20240114A_L1_Band_2024_02_20_09_59_03.txt
187,dwi_FRB20240114A_PV_Band_2024_02_20_10_02_50_188,no0001,dw,FRB20240114A,2024-02-20T09:02:51,60360.37697916667,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-38.22029,54.55589,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.383923611116,FRB20240114A_PV_Band_2024_02_20_10_02_50.txt
54,dwi_FRB20240114A_L1_Band_2024_02_20_10_09_05_55,no0001,dw,FRB20240114A,2024-02-20T09:09:06.00009,60360.381319445514,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-36.42702,53.98221,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.3882638887,FRB20240114A_L1_Band_2024_02_20_10_09_05.txt
188,dwi_FRB20240114A_PV_Band_2024_02_20_10_12_51_189,no0001,dw,FRB20240114A,2024-02-20T09:12:52,60360.38393518519,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-35.33454,53.64798,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.39087962964,FRB20240114A_PV_Band_2024_02_20_10_12_51.txt
55,dwi_FRB20240114A_L1_Band_2024_02_20_10_19_07_56,no0001,dw,FRB20240114A,2024-02-20T09:19:08.00005,60360.38828703758,21:27:40.8028,321.920011508177,04:21:00.3004,4.35008344935765,True,-33.4974,53.11168,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.39523148077,FRB20240114A_L1_Band_2024_02_20_10_19_07.txt
189,dwi_FRB20240114A_PV_Band_2024_02_20_10_23_22_190,no0001,dw,FRB20240114A,2024-02-20T09:23:23,60360.39123842593,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-32.23782,52.76251,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,1549494,0.4608,297.502848,32,640,160,1536000,384000,0,False,327,60360.39468174593,FRB20240114A_PV_Band_2024_02_20_10_23_22.txt
56,dwi_FRB20240114A_L1_Band_2024_02_20_10_29_09_57,no0001,dw,FRB20240114A,2024-02-20T09:29:11,60360.39526620388,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-30.50112,52.30537,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.402210647066,FRB20240114A_L1_Band_2024_02_20_10_29_09.txt
190,dwi_FRB20240114A_PV_Band_2024_02_20_10_29_34_191,no0001,dw,FRB20240114A,2024-02-20T09:29:35,60360.39554398149,21:27:40.9011,321.920421319528,04:21:00.3004,4.35008344935765,True,-30.38099,52.27473,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.402488425934,FRB20240114A_PV_Band_2024_02_20_10_29_34.txt
57,dwi_FRB20240114A_L1_Band_2024_02_20_10_39_13_58,no0001,dw,FRB20240114A,2024-02-20T09:39:14,60360.40224537088,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-27.44498,51.56829,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.40918981407,FRB20240114A_L1_Band_2024_02_20_10_39_13.txt
191,dwi_FRB20240114A_PV_Band_2024_02_20_10_39_35_192,no0001,dw,FRB20240114A,2024-02-20T09:39:36,60360.402500000004,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-27.33185,51.54276,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.40944444445,FRB20240114A_PV_Band_2024_02_20_10_39_35.txt
58,dwi_FRB20240114A_L1_Band_2024_02_20_10_49_14_59,no0001,dw,FRB20240114A,2024-02-20T09:49:15,60360.4092013894,21:27:40.8028,321.920011508177,04:21:00.3004,4.35008344935765,True,-24.34158,50.90591,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.41614583258,FRB20240114A_L1_Band_2024_02_20_10_49_14.txt
192,dwi_FRB20240114A_PV_Band_2024_02_20_10_49_36_193,no0001,dw,FRB20240114A,2024-02-20T09:49:37,60360.40945601852,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-24.22692,50.8831,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.416400462964,FRB20240114A_PV_Band_2024_02_20_10_49_36.txt
59,dwi_FRB20240114A_L1_Band_2024_02_20_10_59_15_60,no0001,dw,FRB20240114A,2024-02-20T09:59:16,60360.41615740792,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-21.18533,50.31907,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.423101851105,FRB20240114A_L1_Band_2024_02_20_10_59_15.txt
193,dwi_FRB20240114A_PV_Band_2024_02_20_10_59_37_194,no0001,dw,FRB20240114A,2024-02-20T09:59:38,60360.41641203704,21:27:40.8028,321.920011508177,04:21:00.2005,4.35005570171415,True,-21.06902,50.29904,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.423356481486,FRB20240114A_PV_Band_2024_02_20_10_59_37.txt
60,dwi_FRB20240114A_L1_Band_2024_02_20_11_09_16_61,no0001,dw,FRB20240114A,2024-02-20T10:09:17,60360.42311342644,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-17.98097,49.81071,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.43005786963,FRB20240114A_L1_Band_2024_02_20_11_09_16.txt
194,dwi_FRB20240114A_PV_Band_2024_02_20_11_09_38_195,no0001,dw,FRB20240114A,2024-02-20T10:09:39,60360.42336805556,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-17.86284,49.79363,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.43031250001,FRB20240114A_PV_Band_2024_02_20_11_09_38.txt
61,dwi_FRB20240114A_L1_Band_2024_02_20_11_19_17_62,no0001,dw,FRB20240114A,2024-02-20T10:19:18,60360.430069444956,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-14.73359,49.38352,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60360.43701388814,FRB20240114A_L1_Band_2024_02_20_11_19_17.txt
195,dwi_FRB20240114A_PV_Band_2024_02_20_11_19_39_196,no0001,dw,FRB20240114A,2024-02-20T10:19:40,60360.43032407408,21:27:40.8028,321.920011508177,04:21:00.1006,4.35002795407065,True,-14.6142,49.36948,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60360.43726851852,FRB20240114A_PV_Band_2024_02_20_11_19_39.txt
196,dwi_FRB20240114A_PV_Band_2024_02_20_11_29_40_197,no0001,dw,FRB20240114A,2024-02-20T10:29:41,60360.43728009259,21:27:40.8028,321.920011508177,04:21:00.0007,4.35000020642714,True,-11.32943,49.02899,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2607648,0.4608,500.668416,32,640,160,1536000,384000,0,False,327,60360.44307486593,FRB20240114A_PV_Band_2024_02_20_11_29_40.txt
197,dwi_FRB20240114A_PV_Band_2025_01_08_16_29_24_198,no0001,dw,FRB20240114A,2025-01-08T15:29:31,60683.64549768519,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,32.02443,52.72021,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60683.652442129634,FRB20240114A_PV_Band_2025_01_08_16_29_24.txt
62,dwi_FRB20240114A_L1_Band_2025_01_08_16_29_24_63,no0001,dw,FRB20240114A,2025-01-08T15:29:48,60683.64569444444,21:27:40.9011,321.920421319528,04:19:47.8007,4.32994463658987,True,32.10881,52.74301,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60683.65263888763,FRB20240114A_L1_Band_2025_01_08_16_29_24.txt
