,experiment,dish,scan,component,src,t0_ms,f0_MHz,toa_loc,terr_ms,ferr_MHz,gauss2d_twidth_ms,gauss2d_fwidth_MHz,begin_acf_range,end_acf_range,twidth_sigma_ms,fwidth_sigma_MHz,twidtherr_ms,fwidtherr_MHz,off_range_t0,off_range_t1,fluence_jyms,peak_snr,peak_flux_jy,fluence_tot_jyms,scint_bw_MHz,scint_bw_err_MHz,energy_iso_erg_per_hz,spectral_lum_erg_per_s_per_hz,id,sefd_jy,distance_Mpc,dm,toa_mjd_utc,ref_freq_MHz,toa_bary_tdb_inf_freq
0,rn1l62,tr,no0014,0,scale,1071.9574336397436,1444.0,0,0,0,0.0,0,1067.392,1076.736,-2.1705555144936364,44.841418093631134,0.0035844016447005,0.074608321570703,9092,15574,827.7921803864226,359.5372295929515,497.5180038021324,0,1.045888119863292,0.2260434706045637,3.759104954272574e+32,4.023014719897875e+34,B141-tr,0,0,0,0.0,0,0.0
0,rn1l62,tr,no0014,0,spc,1071.9574336397436,1444.0,0,0,0,0.0,0,1067.392,1076.736,-2.05076236686574,44.86410750901066,0.0035166800825313,0.0775165421890459,9092,15574,805.411033190888,363.4656772650644,502.9540846388332,0,1.0285809003660458,0.2219180931929922,3.657469443212584e+32,3.914243839054562e+34,B141-tr,0,0,0,0.0,0,0.0
0,rn1l64,tr,no0015.ds.pazi,0,sfxc,268.72808104890737,1444.0,coe,0,0,1.8098270231118776,0,265.984,272.896,2.140562127703979,53.72639884718677,0.014876842754573,0.3856152652716275,4732,7900,18.08780132908553,6.909767790704025,6.761038181713482,0,1.0065577744434475,0.1516672799081706,8.213890539087132e+30,1.1883522191966338e+33,B149-tr,0,0,0,60681.6691735682,1500,60681.66580450142
0,rn1l64,tr,no0015,0,scale,1041.768272715921,1444.0,0,0,0,0.0,0,1026.048,1058.816,-11.52384692666679,-58.94837278365314,0.0480170787139296,0.2607409985250504,488,7200,47.41040682860179,8.115514721741945,5.615016126089415,0,1.4470500098561712,0.245005305848183,2.1529642272083297e+31,6.570325400416046e+32,B149-tr,0,0,0,0.0,0,0.0
0,rn1l64,tr,no0015,0,spc,1041.768272715921,1444.0,0,0,0,0.0,0,1026.048,1058.816,11.258556148406196,59.21670680081108,0.0560665066476399,0.3141235353508377,488,7200,42.90297766515489,7.907416758863495,5.47103592798338,0,1.2036218026936585,0.2108811546454816,1.9482763876658453e+31,5.945667686968523e+32,B149-tr,0,0,0,0.0,0,0.0
0,rn1l64,tr,no0004.ds.pazi,0,sfxc,276.6638122622268,1408.5,coe,0,0,0.3393093891103215,0,275.456,278.016,-0.4127806790790128,-11.519780686211504,0.024503767053961,0.5799148508347671,4744,7824,8.871806599251578,7.733598697280929,11.62759190020751,0,0.1896685953926398,0.1717528386434762,4.028795261755982e+30,1.5737481491234303e+33,B148-tr,0,0,0,60681.57453106828,1500,60681.57116778246
0,rn1l64,tr,no0004,0,scale,279.4184175483872,1406.0,0,0,0,0.0,0,277.504,281.088,-0.5890760514588884,0.2761989459647027,1763.7303036662,0.0258316054242249,172,1864,27.676598562854487,3.41697581660764,26.695123567247187,0,0.125424036226473,0.452148077388827,1.2568279966896138e+31,3.50677454433486e+33,B148-tr,0,0,0,0.0,0,0.0
0,rn1l64,tr,no0004,0,spc,279.4184175483872,1406.0,0,0,0,0.0,0,277.504,281.088,-0.5733916650224241,0.2777510823934982,NA,NA,172,1864,28.13515923902315,3.4220022741096505,26.734392766481644,0,0.1198760417718592,0.4666698798974631,1.2776517946242055e+31,3.564876659107717e+33,B148-tr,0,0,0,0.0,0,0.0
0,rn1l65,tr,no0010.ds.pazi,0,sfxc,265.9208836129032,1444.0,coe,0,0,2.220207879914665,0,261.88800000000003,268.032,-2.360652697472517,51.57729167511502,0.027080170696323,0.5933053028014484,4584,7708,11.694022519121752,4.629128331839366,4.5294884499192,0,0.7496259921047504,0.1467530461320132,5.310397830344936e+30,8.643225635327044e+32,B154-tr,0,0,0,60683.62493542744,1500,60683.6214495291
0,rn1l65,tr,no0010,0,scale,1015.2253775650364,1444.0,0,0,0,0.0,0,1009.664,1021.952,3.887935870188538,55.455637201917455,0.0311334095470516,0.4620706695089518,8712,11820,20.92756544692282,5.833751331989656,4.036294545429216,0,2.063947306501593,0.4103831219724557,9.503461957766692e+30,7.733937140109613e+32,B154-tr,0,0,0,0.0,0,0.0
0,rn1l65,tr,no0010,0,spc,1015.2253775650364,1444.0,0,0,0,0.0,0,1009.664,1021.952,3.776289293427699,55.403594639190615,0.0329710882428842,0.5035638632304807,8712,11820,19.71350815198593,5.704834379087646,3.947098629422583,0,1.6385946668636775,0.3474000652970327,8.952143776669888e+30,7.285273255753489e+32,B154-tr,0,0,0,0.0,0,0.0
0,rn1l65,tr,no0014.ds.pazi,0,sfxc,274.5104279042664,1444.0,coe,0,0,1.3731789295401493,0,271.104,275.968,1.6573232491374372,29.50186940391488,0.0326671400556091,0.5819287287544402,4672,7940,7.620704849829951,3.233866108156963,3.164258611007634,0,0.1783911258423085,0.1221424559110978,3.46065474340094e+30,7.114832942847328e+32,B155-tr,0,0,0,60683.654836696245,1500,60683.65134905097
0,rn1l65,tr,no0014,0,scale,1063.6073636628512,1444.0,0,0,0,0.0,0,1059.328,1067.008,1.8075922725463167,31.960306292592115,0.0330812357858328,0.5875671217532812,2056,7492,10.499558707136297,4.341665627613151,3.0039403967593645,0,0.4284305033016444,0.1018210471877422,4.767977288121669e+30,6.208303760575091e+32,B155-tr,0,0,0,0.0,0,0.0
0,rn1l65,tr,no0014,0,spc,1063.6073636628512,1444.0,0,0,0,0.0,0,1059.328,1067.008,1.757928900221513,31.871373593152235,0.033791108342175,0.6153934357077209,2056,7492,10.318746493256596,4.3292671258314375,2.9953620391528952,0,0.3641413943586234,0.09823806863228,4.6858682630435545e+30,6.101390967504629e+32,B155-tr,0,0,0,0.0,0,0.0
0,rn1l65,tr,no0001.ds.pazi,0,sfxc,281.0512103225807,1444.0,coe,0,0,2.4588900502986903,0,274.432,285.056,3.079485929374801,30.94409760699256,0.0348571812831531,0.3361069817209561,636,3862,29.16624112781177,9.863825468042586,13.649297910731269,0,1.029007958575039,0.1202393861591088,1.324474477034623e+31,1.2466815484136137e+33,B152-tr,0,0,0,60683.54646475714,1500,60683.54298344898
0,rn1l65,tr,no0001,0,scale,1007.7990840132926,1444.0,0,0,0,0.0,0,1005.312,1017.088,3.4927274044120407,33.316527898676824,0.0530603002398683,0.5035197282959094,634,6736,35.5209362094327,12.331100075067829,12.065678754389666,0,2.250921956586723,0.3002952461497863,1.6130489082772762e+31,1.3697765865126325e+33,B152-tr,0,0,0,0.0,0,0.0
